mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,f12_Z,safety_violations,charge_sessions
0.9,concentrated,B3_no_reservation,3,24,883,883,0,0.0,1.3875476493011436,2.7715409215994447,0,787
0.9,concentrated,B3_no_reservation,4,25,880,880,0,0.0,1.3510292524377032,2.7623509763172938,0,923
0.9,concentrated,B3_no_reservation,4,26,879,879,0,0.0,1.3392484342379958,2.766547612238763,0,958
0.9,concentrated,B3_no_reservation,4,27,897,897,0,0.0,1.328436516264428,2.746108712115578,0,953
0.9,concentrated,B3_no_reservation,4,28,820,820,0,0.0,1.3643966547192354,2.756038154341244,0,837
0.9,concentrated,B3_no_reservation,4,29,959,959,0,0.0,1.324457593688363,2.7730216392592384,0,1014
0.9,concentrated,B3_no_reservation,4,30,874,874,0,0.0,1.3491525423728814,2.7566389045141255,0,885
0.9,distributed,B3_no_reservation,0,1,866,866,0,0.0,1.007172131147541,2.251981939454367,0,976
0.9,distributed,B3_no_reservation,0,2,921,921,0,0.0,1.0084586466165413,2.237126846832835,0,1064
0.9,distributed,B3_no_reservation,0,3,914,914,0,0.0,1.004835589941973,2.2347089769846975,0,1034
0.9,distributed,B3_no_reservation,0,4,913,913,0,0.0,1.0036968576709797,2.2475842691159404,0,1082
0.9,distributed,B3_no_reservation,0,5,867,867,0,0.0,1.0079840319361277,2.2397324324526164,0,1002
0.9,distributed,B3_no_reservation,0,6,949,949,0,0.0,1.0035087719298246,2.2399064273280866,0,1140
0.9,distributed,B3_no_reservation,1,7,831,831,0,0.0,1.0355594102341716,2.274067569054196,0,1153
0.9,distributed,B3_no_reservation,1,8,885,885,0,0.0,1.0365752285951788,2.3012318652511627,0,1203
0.9,distributed,B3_no_reservation,1,9,885,885,0,0.0,1.0317991631799164,2.2672529740693914,0,1195
0.9,distributed,B3_no_reservation,1,10,940,940,0,0.0,1.046215139442231,2.275208006694636,0,1255
0.9,distributed,B3_no_reservation,1,11,915,915,0,0.0,1.0393822393822394,2.29354914977721,0,1295
0.9,distributed,B3_no_reservation,1,12,852,852,0,0.0,1.0395189003436427,2.281176103106824,0,1164
0.9,distributed,B3_no_reservation,2,13,906,906,0,0.0,1.0183792815371764,2.2590809545389097,0,1197
0.9,distributed,B3_no_reservation,2,14,919,919,0,0.0,1.0173553719008264,2.2409081312985997,0,1210
0.9,distributed,B3_no_reservation,2,15,903,903,0,0.0,1.0225752508361203,2.26648450486815,0,1196
0.9,distributed,B3_no_reservation,2,16,864,864,0,0.0,1.022530329289428,2.2523469878313174,0,1154
0.9,distributed,B3_no_reservation,2,17,945,945,0,0.0,1.0168539325842696,2.2342785746244296,0,1246
0.9,distributed,B3_no_reservation,2,18,899,899,0,0.0,1.025995125913891,2.264751924145659,0,1231
0.9,distributed,B3_no_reservation,3,19,870,870,0,0.0,1.0058309037900874,2.200169993598978,0,1029
0.9,distributed,B3_no_reservation,3,20,921,921,0,0.0,1.010091743119266,2.2118449956605186,0,1090
0.9,distributed,B3_no_reservation,3,21,900,900,0,0.0,1.008189262966333,2.2205045216908257,0,1099
0.9,distributed,B3_no_reservation,3,22,892,892,0,0.0,1.0046082949308757,2.2202915270053527,0,1085
0.9,distributed,B3_no_reservation,3,23,879,879,0,0.0,1.003734827264239,2.2099905367109898,0,1071
0.9,distributed,B3_no_reservation,3,24,883,883,0,0.0,1.0018850141376061,2.223853783481363,0,1061
0.9,distributed,B3_no_reservation,4,25,880,880,0,0.0,1.0,2.212538347375552,0,1185
0.9,distributed,B3_no_reservation,4,26,879,879,0,0.0,1.0,2.2111795971483907,0,1218
0.9,distributed,B3_no_reservation,4,27,897,897,0,0.0,1.0,2.225974384593619,0,1222
0.9,distributed,B3_no_reservation,4,28,820,820,0,0.0,1.0,2.1999793683298536,0,1185
0.9,distributed,B3_no_reservation,4,29,959,959,0,0.0,1.0,2.2212706991582993,0,1347
0.9,distributed,B3_no_reservation,4,30,874,874,0,0.0,1.0,2.213916003543047,0,1178
1.1,concentrated,B3_no_reservation,0,1,1084,1084,0,0.0,1.3739837398373984,2.779431771924507,0,984
