layout_seed,rho,seed,t_r3b,t_conc,totalL_r3b,totalL_conc,block_r3b,block_conc
3,1.0,7,13.58500538363261,14.312736938206942,12.687566283841228,13.88459625053039,0.07304802568430808,0.03215829730628533
3,1.0,8,13.247669382235914,14.76860997639799,12.321891551267012,14.336489651605097,0.06818586632230485,0.03043690613622236
3,1.0,9,13.430553883732557,13.924240906127043,12.503944913239028,13.543039143473862,0.0717444554049411,0.031226477750719503
3,1.0,10,13.347887415528952,13.485637558325108,12.354898339996353,13.015873366369306,0.07007045005414941,0.02645087534464594
3,1.2,1,22.096009116540056,30.191155889907957,18.16001029125192,25.215761397010912,0.18017069385945467,0.1685642902580461
3,1.2,2,22.44569960189801,30.2967929478645,18.356910264944663,25.128942443613038,0.18504983388704319,0.17006077900900568
3,1.2,3,22.359643246066483,29.977209040528507,18.24430235491484,25.005462210656194,0.18298562818729716,0.16176306386779812
3,1.2,4,22.052083638948307,29.805093354964587,18.111313360877887,24.900574659665143,0.18011520716022672,0.16657274045879103
3,1.2,5,22.180322125524548,29.802403091617528,18.175997270948486,24.83265429722084,0.18292198738723767,0.16321824116350653
3,1.2,6,22.26733075494241,30.102929018567597,18.24737775254228,25.15778575142592,0.18557517073799312,0.16392607346333782
3,1.2,7,22.11448716262597,30.243890149251904,18.165998908682127,25.19477262731765,0.18060046189376444,0.16681175795069367
3,1.2,8,22.184899986341534,30.614713334822696,18.148156954480108,25.437979386138196,0.18218349830094166,0.17146894220646092
3,1.2,9,22.026182048154677,30.140418013414,18.075948315696692,25.23415850964559,0.18238100071044352,0.16722093762378973
3,1.2,10,22.282690521250426,30.228350508860302,18.18237215128656,25.124645180540096,0.17865132928147956,0.165291869321405
4,0.6,1,2.806696902808951,0.33906938089096084,2.8194354960012684,0.3423830867490285,0.0014728353922344754,0.0
4,0.6,2,2.805250851976499,0.36542374605921646,2.792184232123995,0.3675959872163462,0.0019870747288664387,0.0
4,0.6,3,2.9067604668939886,0.37787477173792694,2.8944874782559897,0.37712770265479406,0.0019859314389650885,0.0
4,0.6,4,2.8018383279388965,0.3748405528914593,2.805968398085649,0.3748592961620382,0.0013666500452471976,0.0
4,0.6,5,2.8160910544122246,0.34782034383761146,2.807517414056183,0.34727266095260895,0.001594896331738437,0.0
4,0.6,6,2.7588350510264186,0.3262095135619012,2.757711253161137,0.32430337955642985,0.001517113783533765,0.0
4,0.6,7,2.8018303970478966,0.361118007393862,2.799434795472005,0.36313090591655744,0.0017392591496132924,0.0
4,0.6,8,2.814993504259063,0.3423623215988477,2.809957448062082,0.3419185185893678,0.0017597806757557795,0.0
4,0.6,9,2.85475763440317,0.3163817939247238,2.8931780482888647,0.3173250803843883,0.0020980424351887328,0.0
4,0.6,10,2.813409900025777,0.3529006639928963,2.7884401235675127,0.35152635809014576,0.0021815334128878284,0.0
4,0.8,1,6.68305874484049,2.234551932989468,6.582756281605678,2.2530621563549444,0.01639958376690947,0.0
4,0.8,2,6.613561813268626,2.1784728472478054,6.4794695505292115,2.1735754967073184,0.016767952720785014,0.0
4,0.8,3,6.618520350811459,2.149156396872091,6.467772491621196,2.1542646933620193,0.017030134536665784,0.00029088692809552173
4,0.8,4,6.737319933253321,2.216930257259783,6.623997170306183,2.2226401156812936,0.01826832380846696,0.00015237567530128825
4,0.8,5,6.87860982319949,2.2716916387573947,6.78220678459631,2.277388878445143,0.019525204510280787,6.927126627874758e-05
4,0.8,6,6.602257378165522,2.2592327025359324,6.438917654789654,2.262621551589707,0.017549261083743842,0.00019411552646903858
4,0.8,7,6.7947148361372625,2.145250123548743,6.698521495657317,2.1575057383351965,0.01870800033184923,0.00023472881917596376
4,0.8,8,6.752759121519228,2.1556778402066636,6.64239588136477,2.158014153137261,0.01835193014068889,5.551314967732982e-05
4,0.8,9,6.517534897074842,2.230475535557138,6.38015939475535,2.229954923917262,0.01744696874607757,0.00027776234653630353
4,0.8,10,6.542572287411073,2.3242292866254073,6.438294697725691,2.3254392294996213,0.0177630484219868,0.00040261561315581225
4,1.0,1,13.05668452777603,14.722011108547123,12.040465202536856,14.32306444777014,0.08080864026585434,0.03217318238103662
4,1.0,2,13.09962838655077,14.48521569156836,11.982841396295843,13.982344583163083,0.07784001792516244,0.0311565748962563
4,1.0,3,13.440254324143561,14.353183709491548,12.33311760276706,13.895504271613976,0.08293349326935892,0.02956312518101009
4,1.0,4,13.441894989704492,14.011246905295806,12.32131195640514,13.63754550193422,0.08680970727602852,0.027884732748194096
4,1.0,5,13.307776437031674,14.48786958245012,12.206974538903992,14.089232334816133,0.08281762124326426,0.027910180771752054
4,1.0,6,13.254470142239711,13.931863167570569,12.191685108814465,13.502761782009252,0.08348561872168876,0.028403395041101384
4,1.0,7,13.285359310259025,13.803761443765843,12.223180474768514,13.441531795503977,0.08485967258779445,0.028316425522479073
4,1.0,8,13.481873192361856,13.854013407202308,12.353140675180637,13.450141941890996,0.08779365061800799,0.025973012155681943
4,1.0,9,13.357000148989492,14.180773239384724,12.30592361776768,13.83646137201074,0.0845277268611559,0.028646322984526563
4,1.0,10,13.124753540287003,13.979631383898742,12.035022593894372,13.531361930243438,0.07746998457307666,0.02617900537664457
4,1.2,1,21.26451084526432,29.970846284591296,17.245206897751537,24.997247769330215,0.19401419144647836,0.16686864575335117
4,1.2,2,20.954266021357565,29.49986161786996,16.972636684881262,24.64478029633723,0.1871666202025834,0.1604932526756631
4,1.2,3,20.82573548112492,29.9582890096823,16.869414452292204,24.880432751259036,0.18351210313570634,0.1699118975346117
4,1.2,4,21.05927767147654,29.733498508151087,17.018933064113114,24.86375434833143,0.1898714199507961,0.1639697850517468
4,1.2,5,20.568098630570958,30.416057014674994,16.698930957477433,25.276673607180943,0.18244553864518054,0.1689167916736115
4,1.2,6,20.841231443673415,30.022186524564816,16.925308023640582,25.084319582661713,0.1907201270052242,0.16666974561711403
4,1.2,7,20.54980587632643,29.675343829568792,16.78679204660044,24.85698957356281,0.1825671154933232,0.16275948875047433
4,1.2,8,21.522827162505553,30.70115368097078,17.35028301077192,25.382591820574067,0.1952518304859108,0.1738285587386187
4,1.2,9,21.139341761639393,29.950168327792976,17.141730382848067,25.12275144566441,0.19208627783825674,0.16530281248848097
4,1.2,10,21.094303259479737,30.448107923822263,17.112734971265624,25.224260729572606,0.19252327832580438,0.17179703194867474
