adapt_completed,adapt_energy,adapt_safety,adapt_tardy,axis,cost_usd,energy_wh,full_completed,full_energy,full_safety,full_tardy,label,n_stations,policy,rate,seed,tariff
,,,,tariff,0.9819036212385733,7820.602588978441,,,,,,,full,,25,tou
,,,,tariff,0.9940925838634936,7958.136625901028,,,,,,,full,,26,tou
,,,,tariff,0.9631952842029894,7811.750049935549,,,,,,,full,,27,tou
,,,,tariff,0.9593473461956649,7493.955003861026,,,,,,,full,,28,tou
,,,,tariff,1.101996795669977,8777.153970937006,,,,,,,full,,29,tou
,,,,tariff,1.003677051418239,8030.657119352291,,,,,,,full,,30,tou
,,,,tariff,1.0172705569054665,8157.926955424665,,,,,,,adaptive,,1,tou
,,,,tariff,1.0768743899153104,8762.521125317424,,,,,,,adaptive,,2,tou
,,,,tariff,1.067851044162695,8585.123235701716,,,,,,,adaptive,,3,tou
,,,,tariff,1.073077090202673,8553.834009890346,,,,,,,adaptive,,4,tou
,,,,tariff,0.9661694136212216,7847.693344875331,,,,,,,adaptive,,5,tou
,,,,tariff,1.0763960228681375,8697.278474632038,,,,,,,adaptive,,6,tou
,,,,tariff,0.9171461454578468,7451.433987873959,,,,,,,adaptive,,7,tou
,,,,tariff,1.011814537376242,8142.998060461735,,,,,,,adaptive,,8,tou
,,,,tariff,0.9980892213022841,8214.873887630487,,,,,,,adaptive,,9,tou
,,,,tariff,1.0861404612513539,8844.567501701526,,,,,,,adaptive,,10,tou
,,,,tariff,1.0057778775760988,8253.578081596317,,,,,,,adaptive,,11,tou
,,,,tariff,0.9627115953503912,7727.2549282330065,,,,,,,adaptive,,12,tou
,,,,tariff,1.0552452725070312,8396.57774600493,,,,,,,adaptive,,13,tou
,,,,tariff,1.05975950212542,8681.287453802048,,,,,,,adaptive,,14,tou
,,,,tariff,1.0336115791740197,8454.791006334648,,,,,,,adaptive,,15,tou
,,,,tariff,0.9798771497847326,7822.506597358185,,,,,,,adaptive,,16,tou
,,,,tariff,1.133176928784566,9054.242586087765,,,,,,,adaptive,,17,tou
,,,,tariff,1.0161750174040287,8328.475456336851,,,,,,,adaptive,,18,tou
,,,,tariff,1.0108862136254984,8236.867226601064,,,,,,,adaptive,,19,tou
,,,,tariff,1.0237355709667613,8209.35562372248,,,,,,,adaptive,,20,tou
,,,,tariff,1.0614135742308317,8627.244611152148,,,,,,,adaptive,,21,tou
,,,,tariff,0.9989828901289028,8124.935445309935,,,,,,,adaptive,,22,tou
,,,,tariff,1.0153782506971483,8187.0994315538055,,,,,,,adaptive,,23,tou
,,,,tariff,1.0268601973746598,8325.936697633622,,,,,,,adaptive,,24,tou
,,,,tariff,1.0056012377515293,8210.760327194863,,,,,,,adaptive,,25,tou
,,,,tariff,1.017814327828563,8173.428302178326,,,,,,,adaptive,,26,tou
,,,,tariff,1.0024257690885958,8136.086793577527,,,,,,,adaptive,,27,tou
,,,,tariff,0.9988665175353135,8044.02336436766,,,,,,,adaptive,,28,tou
,,,,tariff,1.0884691928888723,8996.677516347158,,,,,,,adaptive,,29,tou
,,,,tariff,1.0117015564007044,8202.389797588883,,,,,,,adaptive,,30,tou
