config,policy,layout_id,seed,n_uavs,n_stations,mission_rate,missions_total,missions_completed,unfinished_at_cap,miss_rate,makespan_min,mission_flight_energy_wh,station_trip_energy_wh,end_of_run_stored_charge_change_wh,mission_flight_energy_per_completed_wh,station_trip_energy_per_completed_wh,stored_charge_change_per_completed_wh,total_charge_energy_ticked_wh,safety_violations,charge_sessions
fleet_12,ours_full,4,29,12,3,0.8,832,832,0,0.0,1000.0,8300.889974082605,1286.7357524429885,-287.252127732407,9.977031218849286,1.5465573947632074,-0.34525496121683535,9300.373598793067,0,151
fleet_12,ours_full,4,30,12,3,0.8,753,753,0,0.0,1002.0,7602.682819619008,1026.4023102103563,-254.2203214704422,10.096524328843305,1.36308407730459,-0.33760998867256603,8374.864808358632,0,137
fleet_12,baseline_adaptive,0,1,12,3,0.8,782,728,54,0.04475703324808184,1102.0,5474.917207379355,2897.2466647071506,-587.3325595815066,7.5204906694771365,3.9797344295427894,-0.806775493930641,7784.83131250477,0,437
fleet_12,baseline_adaptive,0,2,12,3,0.8,811,758,53,0.05425400739827373,1135.0,5632.210731477493,2938.4334712766245,-617.5903656874929,7.43035716553759,3.8765613077528025,-0.814763015418856,7953.053837066376,0,451
fleet_12,baseline_adaptive,0,3,12,3,0.8,812,810,2,0.11330049261083744,1135.0,6109.192193663688,2961.2388547353908,-597.3104512696357,7.5422125847699855,3.655850437944927,-0.7374203102094268,8473.120597129227,0,459
fleet_12,baseline_adaptive,0,4,12,3,0.8,828,817,11,0.07367149758454106,1135.0,6200.165625390634,3031.8452912441194,-567.3065360419134,7.588942013942025,3.710948948891211,-0.6943776450941412,8664.704380592648,0,478
fleet_12,baseline_adaptive,0,5,12,3,0.8,761,735,26,0.08935611038107753,1101.0,5682.549848025116,2896.308938823925,-530.0737260691594,7.7313603374491375,3.940556379352279,-0.7211887429512374,8048.785060779619,0,445
fleet_12,baseline_adaptive,0,6,12,3,0.8,854,828,26,0.07845433255269321,1101.0,6535.603440655207,3391.262603674754,-587.9909341803466,7.89324087035653,4.095727782215886,-0.7101339784786794,9338.87511014955,0,515
fleet_12,baseline_adaptive,1,7,12,3,0.8,744,744,0,0.07123655913978495,1131.0,5526.737512156005,2858.452187756743,-549.5278685593136,7.428410634618286,3.8420056287052997,-0.7386127265582172,7835.661831353203,0,507
fleet_12,baseline_adaptive,1,8,12,3,0.8,777,749,28,0.05148005148005148,1135.0,5622.187572379469,2982.451340004701,-622.9936347565699,7.506258441094085,3.9819110013413894,-0.8317672026122429,7981.645277627341,0,526
fleet_12,baseline_adaptive,1,9,12,3,0.8,795,768,27,0.05408805031446541,1135.0,5808.82780906118,3249.7142150914415,-604.3158711219066,7.563577876381745,4.231398717566981,-0.7868696238566493,8454.226153030499,0,553
fleet_12,baseline_adaptive,1,10,12,3,0.8,832,810,22,0.07451923076923077,1135.0,5894.5784022798925,3200.300522921576,-585.2663929213038,7.277257286765299,3.9509882999031802,-0.7225511023719801,8509.612532279974,0,554
fleet_12,baseline_adaptive,1,11,12,3,0.8,791,791,0,0.08091024020227561,1091.0,5882.33500858422,3122.9789072302547,-555.4306922185456,7.4365802889813155,3.948140211416251,-0.7021879800487302,8449.883223595705,0,528
fleet_12,baseline_adaptive,1,12,12,3,0.8,764,764,0,0.08900523560209424,1091.0,5928.911915728421,3036.601363472191,-633.6214833493556,7.760355910639295,3.974609114492397,-0.829347491294968,8331.891795851012,0,526
fleet_12,baseline_adaptive,2,13,12,3,0.8,804,755,49,0.060945273631840796,1135.0,5431.717978778303,2904.0609774980103,-621.5575825026864,7.194328448712985,3.846438380792067,-0.8232550761624985,7714.2213737733855,0,533
fleet_12,baseline_adaptive,2,14,12,3,0.8,816,752,64,0.05514705882352941,1135.0,5612.3317405274465,3035.495059504533,-655.5451345406141,7.463207101765222,4.036562579128368,-0.8717355512508166,7992.281665491118,0,560
fleet_12,baseline_adaptive,2,15,12,3,0.8,787,737,50,0.053367217280813214,1134.0,5365.765940105061,2848.3703553371615,-674.5706257422632,7.280550800685294,3.8648173071060534,-0.9152925722418769,7539.565669699744,0,529
fleet_12,baseline_adaptive,2,16,12,3,0.8,789,754,35,0.059569074778200254,1135.0,5356.42696558823,2921.7854868398267,-661.7736753710129,7.104014543220464,3.875047064774306,-0.8776839195902029,7616.438777056818,0,535
fleet_12,baseline_adaptive,2,17,12,3,0.8,833,751,82,0.026410564225690276,1134.0,5409.774437602646,3003.160491560256,-668.051318266339,7.203428012786479,3.998882145885827,-0.8895490256542463,7744.883610896332,0,550
fleet_12,baseline_adaptive,2,18,12,3,0.8,813,737,76,0.05412054120541206,1135.0,5462.730348954977,2890.2295113456576,-659.875132165612,7.412117162761162,3.9216139909710415,-0.8953529608759999,7693.084728134799,0,530
fleet_12,baseline_adaptive,3,19,12,3,0.8,758,662,96,0.0079155672823219,998.0,4801.193435346766,2638.8169889561236,-652.0076767698097,7.252558059436202,3.986128382108948,-0.9849058561477487,6788.002747532929,0,505
fleet_12,baseline_adaptive,3,20,12,3,0.8,797,757,40,0.08782936010037641,1135.0,5627.665423373895,2784.999780456675,-677.8326395218713,7.434168326781895,3.6789957469705086,-0.8954196030672013,7734.8325643084645,0,531
fleet_12,baseline_adaptive,3,21,12,3,0.8,809,745,64,0.05686032138442522,1124.0,5429.217617814107,2850.6530434079577,-575.160735772561,7.287540426596117,3.826379924037527,-0.7720278332517597,7704.709925449261,0,536
fleet_12,baseline_adaptive,3,22,12,3,0.8,778,690,88,0.0038560411311053984,997.0,5137.972392399937,2917.1016928249587,-646.6404180095612,7.446336800579619,4.227683612789796,-0.9371600261008134,7408.43366721514,0,551
fleet_12,baseline_adaptive,3,23,12,3,0.8,788,764,24,0.08629441624365482,1134.0,5762.960137265225,2964.6415230309412,-676.0885374273918,7.543141540923069,3.8804208416635357,-0.8849326406117693,8051.513122868512,0,563
fleet_12,baseline_adaptive,3,24,12,3,0.8,769,685,84,0.035110533159947985,1134.0,5105.1333763115745,2737.3339274506748,-662.591610376729,7.452749454469452,3.9961079232856567,-0.9672870224477796,7179.87569338534,0,524
fleet_12,baseline_adaptive,4,25,12,3,0.8,776,776,0,0.020618556701030927,1042.0,6168.576439850394,3115.740841006098,-579.1723302881946,7.949196443106178,4.0151299497501265,-0.7463560957322096,8705.144950568125,0,578
fleet_12,baseline_adaptive,4,26,12,3,0.8,780,752,28,0.002564102564102564,1001.0,6039.510650160108,3021.4848336765403,-646.1767868144564,8.031264162446952,4.01793195967625,-0.8592776420405005,8414.818697021958,0,578
fleet_12,baseline_adaptive,4,27,12,3,0.8,777,777,0,0.03861003861003861,1079.0,6166.847429899402,3148.686847146426,-513.939967150647,7.93674057902111,4.0523640246414745,-0.6614413991642819,8801.594309895036,0,597
fleet_12,baseline_adaptive,4,28,12,3,0.8,755,755,0,0.031788079470198675,1134.0,6105.484934404811,2943.0359646629017,-623.9375254481055,8.086735012456703,3.8980608803482144,-0.8264073184743119,8424.583373619384,0,557
fleet_12,baseline_adaptive,4,29,12,3,0.8,832,819,13,0.026442307692307692,1090.0,6396.384012265263,3343.2358676794956,-637.0937376022719,7.809992688968575,4.082095076531741,-0.7778922315046054,9102.526142342364,0,619
fleet_12,baseline_adaptive,4,30,12,3,0.8,753,753,0,0.033200531208499334,1090.0,5776.152225578481,2863.1899558085206,-644.1575483801628,7.6708528892144505,3.802377099347305,-0.8554549115274406,7995.184633006584,0,528
fleet_12,baseline_full,0,1,12,3,0.8,782,782,0,0.0,1001.0,8058.782095965059,712.2788331268123,-506.52585547292733,10.305347948804423,0.9108424976046193,-0.647731272983283,8264.535073618634,0,120
fleet_12,baseline_full,0,2,12,3,0.8,811,811,0,0.0,999.0,7953.386998024445,637.1560854865455,-413.5067224928778,9.806889023458009,0.7856425221782313,-0.5098726541219208,8177.0363610178,0,117
fleet_12,baseline_full,0,3,12,3,0.8,812,812,0,0.0,999.0,8304.426528343745,714.7061224659234,-397.7633126019077,10.227126266433183,0.8801799537757677,-0.4898562963077681,8621.36933820752,0,124
fleet_12,baseline_full,0,4,12,3,0.8,828,828,0,0.05676328502415459,1042.0,8513.271672287508,729.2998340149172,-528.8225577385698,10.281729072811,0.8807969009841995,-0.6386745866407848,8713.748948563636,0,125
fleet_12,baseline_full,0,5,12,3,0.8,761,761,0,0.0,1002.0,7553.768207800747,651.8955013506588,-545.9256031580944,9.92610802601938,0.8566300937590786,-0.7173792419948678,7659.738105993044,0,109
fleet_12,baseline_full,0,6,12,3,0.8,854,854,0,0.0,1002.0,8594.692057833452,760.8353193534455,-556.7268111627989,10.064042222287414,0.8909078680953694,-0.65190493110398,8798.800566023887,0,127
fleet_12,baseline_full,1,7,12,3,0.8,744,744,0,0.0,1001.0,7536.170530462513,600.0491822088281,-367.00445864468054,10.129261465675421,0.8065177180226185,-0.4932855626944631,7769.215254026376,0,112
