config,policy,layout_id,seed,n_uavs,n_stations,mission_rate,missions_total,missions_completed,unfinished_at_cap,miss_rate,makespan_min,mission_flight_energy_wh,station_trip_energy_wh,end_of_run_stored_charge_change_wh,mission_flight_energy_per_completed_wh,station_trip_energy_per_completed_wh,stored_charge_change_per_completed_wh,total_charge_energy_ticked_wh,safety_violations,charge_sessions
fleet_12,baseline_full,1,8,12,3,0.8,777,777,0,0.0,1000.0,7640.910556403641,566.3148470062433,-351.34696966208946,9.833861719953205,0.7288479369449721,-0.45218400213911125,7855.878433747501,0,114
fleet_12,baseline_full,1,9,12,3,0.8,795,795,0,0.0,1001.0,7695.376347314364,636.9231775244534,-447.80041606369315,9.679718675867123,0.8011612295905074,-0.5632709636021297,7884.499108774826,0,115
fleet_12,baseline_full,1,10,12,3,0.8,832,832,0,0.0,1001.0,8176.585439535943,708.2400225114882,-380.74999648588346,9.82762673021147,0.8512500270570771,-0.4576322073147638,8504.075465561284,0,123
fleet_12,baseline_full,1,11,12,3,0.8,791,791,0,0.0,1002.0,7799.339986407571,659.100841583023,-181.9439589134939,9.860101120616399,0.8332501157813186,-0.23001764717255865,8276.496869076804,0,122
fleet_12,baseline_full,1,12,12,3,0.8,764,764,0,0.0,999.0,7531.989550697682,624.6041750112341,-433.1419215579345,9.858625066358222,0.817544731690097,-0.5669396879030556,7723.451804150712,0,110
fleet_12,baseline_full,2,13,12,3,0.8,804,804,0,0.0,1002.0,7813.549301316468,569.0072765707333,-330.4136072289796,9.71834490213491,0.7077204932471808,-0.4109621980459945,8052.142970657902,0,118
fleet_12,baseline_full,2,14,12,3,0.8,816,816,0,0.0,1001.0,7983.122744277775,569.6782339750217,-556.9842362424369,9.783238657203157,0.6981350906556639,-0.6825787208853393,7995.8167420100435,0,116
fleet_12,baseline_full,2,15,12,3,0.8,787,787,0,0.0,1002.0,7495.142054570256,583.393731148418,-493.96142717943883,9.523687489924086,0.7412880954871894,-0.6276511145863264,7584.574358538978,0,109
fleet_12,baseline_full,2,16,12,3,0.8,789,789,0,0.0,1001.0,7294.414805328954,601.5104148450325,-210.26937671813434,9.245139170252159,0.7623706145057446,-0.2665011111763426,7685.655843455575,0,111
fleet_12,baseline_full,2,17,12,3,0.8,833,833,0,0.0,1002.0,8172.942722606865,647.9077402429151,-441.10139996305156,9.811455849468025,0.7778004084548801,-0.529533493353003,8379.749062886436,0,122
fleet_12,baseline_full,2,18,12,3,0.8,813,813,0,0.0,1002.0,8181.393724694838,643.0530114898444,-405.0255656192554,10.063214913523787,0.7909631137636463,-0.49818642757595993,8419.421170565149,0,121
fleet_12,baseline_full,3,19,12,3,0.8,758,758,0,0.0,1002.0,7510.786153515744,583.7624970154517,-445.840837004584,9.908688856880929,0.7701352203370075,-0.5881805237527493,7648.707813526338,0,111
fleet_12,baseline_full,3,20,12,3,0.8,797,797,0,0.0,1002.0,7882.533101909216,586.5563778975211,-247.32942138347028,9.890254833010308,0.7359553047647692,-0.31032549734437925,8221.760058422957,0,119
fleet_12,baseline_full,3,21,12,3,0.8,809,809,0,0.0,1002.0,7968.069790697756,545.6951556468571,-323.46136571272643,9.849282806795742,0.6745304766957442,-0.3998286349971897,8190.303580631547,0,119
fleet_12,baseline_full,3,22,12,3,0.8,778,778,0,0.0,1002.0,7603.165804435931,585.287789292482,-325.8526425907864,9.772706689506338,0.7522979296818535,-0.41883373083648634,7862.600951137325,0,115
fleet_12,baseline_full,3,23,12,3,0.8,788,788,0,0.0,1001.0,7896.57188055861,571.4055776172893,-407.35947833498585,10.021030305277424,0.7251339817478291,-0.5169536527093729,8060.617979840599,0,118
fleet_12,baseline_full,3,24,12,3,0.8,769,769,0,0.0,1001.0,7723.666350343799,564.7413773153997,-375.425827574092,10.043779389263719,0.7343841057417422,-0.4882000358570767,7912.981900084819,0,115
fleet_12,baseline_full,4,25,12,3,0.8,776,776,0,0.0,1003.0,7746.471508446167,609.9425750213306,-403.4515312728316,9.982566376863616,0.7860084729656323,-0.5199117671041644,7952.962552194363,0,114
fleet_12,baseline_full,4,26,12,3,0.8,780,780,0,0.0,1001.0,7753.515893640347,579.4724976665586,-228.6893253643244,9.940404991846599,0.7429134585468701,-0.2931914427747749,8104.299065942266,0,119
fleet_12,baseline_full,4,27,12,3,0.8,777,777,0,0.0,1001.0,7827.126966662728,600.2924350231295,-479.82301071630246,10.07352247961741,0.7725771364519042,-0.6175328323247136,7947.59639096925,0,116
fleet_12,baseline_full,4,28,12,3,0.8,755,755,0,0.0,1000.0,7698.200507674687,585.7252023480689,-488.61747762345215,10.19629206314528,0.7757949699974422,-0.64717546705093,7795.3082323990275,0,112
fleet_12,baseline_full,4,29,12,3,0.8,832,832,0,0.0,1000.0,8192.976612955623,570.7707456825423,-383.5869104471079,9.847327659802431,0.6860225308684402,-0.46104195967200473,8380.160448190763,0,122
fleet_12,baseline_full,4,30,12,3,0.8,753,753,0,0.0,1001.0,7634.909502424672,552.2163022087177,-369.5603264398576,10.139322048372739,0.7333549830129054,-0.4907839660555878,7817.56547819325,0,113
fleet_20_centre,ours_partial,0,1,20,5,0.8,785,785,0,0.0,1000.0,7813.151261532384,3493.1786468742307,-631.6794611268808,9.953058931888387,4.449909104298383,-0.8046872116265997,10674.650447279864,0,1014
fleet_20_centre,ours_partial,0,2,20,5,0.8,809,809,0,0.0,1001.0,7935.42996362135,3623.8340417774602,-616.2363834581663,9.808936914241471,4.479399309984499,-0.7617260611349398,10943.027621940828,0,1006
fleet_20_centre,ours_partial,0,3,20,5,0.8,808,808,0,0.0,998.0,8033.417166931541,3622.2737419056457,-619.499531247139,9.94234797887567,4.483012056813918,-0.7667073406523998,11036.191377590263,0,1021
fleet_20_centre,ours_partial,0,4,20,5,0.8,822,822,0,0.0,1000.0,8027.4914900861495,3633.1075534350502,-647.617296751825,9.765804732464902,4.419838872792032,-0.7878555921555049,11012.98174676955,0,1028
fleet_20_centre,ours_partial,0,5,20,5,0.8,760,760,0,0.0,1001.0,7540.434049949588,3373.341505792396,-599.2968824112094,9.92162374993367,4.438607244463679,-0.7885485294884333,10314.478673330852,0,1009
fleet_20_centre,ours_partial,0,6,20,5,0.8,861,861,0,0.0,1003.0,8712.794528624865,4011.8739398589437,-664.8065971191321,10.119389696428415,4.65955161423803,-0.7721330976993405,12059.861871365016,0,1115
fleet_20_centre,ours_partial,1,7,20,5,0.8,730,730,0,0.0,1001.0,6804.749922284132,3364.7768431544823,-547.015872185821,9.32157523600566,4.609283346786962,-0.7493368112134534,9622.51089325276,0,786
fleet_20_centre,ours_partial,1,8,20,5,0.8,777,777,0,0.0,999.0,7386.058828966512,3618.4547949307976,-550.0427348392437,9.50586721874712,4.656955978031914,-0.7079057076438143,10454.470889058162,0,868
fleet_20_centre,ours_partial,1,9,20,5,0.8,794,794,0,0.0,1002.0,7568.240174920585,3735.3087830220734,-593.882687009096,9.53178863340124,4.7044191221940475,-0.7479630818754358,10709.666270933683,0,882
fleet_20_centre,ours_partial,1,10,20,5,0.8,842,842,0,0.0,1002.0,8118.133574004272,3916.8359196465685,-651.6885426067532,9.641488805230727,4.651824132596874,-0.7739768914569516,11383.280951044322,0,910
fleet_20_centre,ours_partial,1,11,20,5,0.8,796,796,0,0.0,1001.0,7826.279832687961,3888.1668792730393,-615.7616655613141,9.832009840060252,4.884631757880703,-0.7735699316096911,11098.685046399884,0,903
fleet_20_centre,ours_partial,1,12,20,5,0.8,746,746,0,0.0,1000.0,7147.051687603498,3512.2350676660058,-513.2897157550999,9.58049824075536,4.708089903037541,-0.6880559192427612,10145.997039514454,0,810
fleet_20_centre,ours_partial,2,13,20,5,0.8,802,802,0,0.0,1000.0,7251.541586258107,3831.342533268293,-579.4787138974399,9.041822426755743,4.777235078888146,-0.7225420372786033,10503.405405629055,0,933
fleet_20_centre,ours_partial,2,14,20,5,0.8,829,829,0,0.0,1002.0,7426.5826513382535,3890.5456046801164,-632.218196694084,8.958483294738544,4.693058630494712,-0.7626274990278455,10684.91005932442,0,886
fleet_20_centre,ours_partial,2,15,20,5,0.8,788,788,0,0.0,1002.0,6847.089941958638,3478.6506182212156,-565.8799716343437,8.689200433957662,4.414531241397482,-0.7181217914141418,9759.860588545487,0,863
fleet_20_centre,ours_partial,2,16,20,5,0.8,776,776,0,0.0,1002.0,6910.355075359283,3509.360189478286,-583.2432088878571,8.905096746597014,4.522371378193667,-0.7516020733090942,9836.472055949711,0,877
fleet_20_centre,ours_partial,2,17,20,5,0.8,850,850,0,0.0,1002.0,7726.84436202534,3913.7295803259385,-648.761000967991,9.090405131794517,4.604387741559927,-0.7632482364329306,10991.812941383469,0,917
fleet_20_centre,ours_partial,2,18,20,5,0.8,811,811,0,0.0,1000.0,7283.015992570364,3722.903100009189,-585.2493921313705,8.980290989605875,4.590509371158063,-0.7216392011484224,10420.66970044827,0,903
fleet_20_centre,ours_partial,3,19,20,5,0.8,768,768,0,0.0,1002.0,7170.041591646481,3742.016734918588,-607.5913989335595,9.33599165578969,4.872417623591912,-0.7911346340280723,10304.466927631593,0,799
fleet_20_centre,ours_partial,3,20,20,5,0.8,811,811,0,0.0,1000.0,7711.0001635035205,3866.502418377702,-663.2711608082401,9.508014998154772,4.767573882093344,-0.8178436014898152,10914.231421073153,0,833
fleet_20_centre,ours_partial,3,21,20,5,0.8,820,820,0,0.0,1001.0,7532.401999432963,3815.3454532155934,-638.8759942045727,9.185856096869466,4.652860308799504,-0.7791170661031375,10708.871458444104,0,831
fleet_20_centre,ours_partial,3,22,20,5,0.8,778,778,0,0.0,997.0,7254.605476754809,3633.140803724341,-563.9289770894369,9.324685702769678,4.669846791419461,-0.7248444435596876,10323.817303389818,0,825
fleet_20_centre,ours_partial,3,23,20,5,0.8,788,788,0,0.0,1000.0,7395.482156826962,3673.782418129637,-628.5940467500791,9.385129640643353,4.662160429098524,-0.7977081811549227,10440.670528206627,0,812
fleet_20_centre,ours_partial,3,24,20,5,0.8,766,766,0,0.0,1002.0,7304.023259776208,3542.9975148460226,-580.5549749982792,9.535278407018549,4.625323126430839,-0.7579046670995813,10266.465799624022,0,790
fleet_20_centre,ours_partial,4,25,20,5,0.8,782,782,0,0.0,1002.0,8586.355076523536,4171.824862437304,-662.3729252956929,10.97999370399429,5.3348144020937385,-0.8470242011453873,12095.807013665511,0,1054
fleet_20_centre,ours_partial,4,26,20,5,0.8,777,777,0,0.0,1000.0,8522.546310086424,4360.8634030347075,-631.4143794587249,10.968528069609297,5.612436812142481,-0.8126311189944979,12251.995333662762,0,1049
fleet_20_centre,ours_partial,4,27,20,5,0.8,789,789,0,0.0,1002.0,8525.435825343126,4146.343046609642,-723.0102846507151,10.805368599927915,5.25518763828852,-0.9163628449311979,11948.768587302406,0,1042
fleet_20_centre,ours_partial,4,28,20,5,0.8,744,744,0,0.0,1001.0,8707.056052325857,4180.974425452202,-692.046403279782,11.70303232839497,5.619589281521777,-0.9301698968814274,12195.984074498674,0,934
fleet_20_centre,ours_partial,4,29,20,5,0.8,865,865,0,0.0,1000.0,9632.237044700953,4828.17092702626,-795.3754671246106,11.135534155723645,5.581700493671977,-0.9195092105486828,13665.03250460323,0,1119
fleet_20_centre,ours_partial,4,30,20,5,0.8,791,791,0,0.0,1002.0,8633.436829631388,4324.9835467905605,-659.159085997786,10.91458511963513,5.467741525651783,-0.8333237496811453,12299.261290424538,0,906
fleet_20_centre,ours_full,0,1,20,5,0.8,785,785,0,0.0,1001.0,8031.265378388301,734.2994547480453,-255.5761593643215,10.230911310048791,0.9354133181503761,-0.3255747253048682,8509.988673771757,0,141
fleet_20_centre,ours_full,0,2,20,5,0.8,809,809,0,0.0,1001.0,8105.790573572726,847.2821672455767,-229.13725535699749,10.019518632351948,1.0473203550625176,-0.28323517349443444,8723.935485461085,0,146
fleet_20_centre,ours_full,0,3,20,5,0.8,808,808,0,0.0,998.0,8611.33685942575,902.6617894007161,-307.76674649388036,10.65759512305167,1.1171556799513813,-0.38089943873004994,9206.231902332438,0,152
fleet_20_centre,ours_full,0,4,20,5,0.8,822,822,0,0.0,1001.0,8477.346317455453,889.1573882186789,-197.3517732481878,10.313073378899578,1.0816999856674925,-0.2400873153870898,9169.151932425824,0,156
fleet_20_centre,ours_full,0,5,20,5,0.8,760,760,0,0.0,1001.0,7697.55753288302,789.4823888312767,-284.965723694091,10.12836517484608,1.0387926168832589,-0.3749548995974882,8202.074198019882,0,136
fleet_20_centre,ours_full,0,6,20,5,0.8,861,861,0,0.0,1002.0,8922.401035198123,915.1879494848204,-390.97990933449944,10.362835116374127,1.0629360621194197,-0.4540997785534256,9446.60907534836,0,157
fleet_20_centre,ours_full,1,7,20,5,0.8,730,730,0,0.0,1002.0,7198.506950913237,883.7413732435489,-177.62702324942123,9.860968425908544,1.2106046208815737,-0.2433246893827688,7904.621300907078,0,133
fleet_20_centre,ours_full,1,8,20,5,0.8,777,777,0,0.0,1000.0,7755.2728946465495,895.1024917823709,-329.21887329181897,9.981046196456306,1.1519980589219703,-0.4237051136316846,8321.15651313677,0,138
fleet_20_centre,ours_full,1,9,20,5,0.8,794,794,0,0.0,1001.0,7810.209740640043,903.4590891357176,-271.6876204501098,9.836536197279651,1.1378577948812565,-0.3421758443956043,8441.981209325388,0,142
fleet_20_centre,ours_full,1,10,20,5,0.8,842,842,0,0.0,1002.0,8614.229438235316,1062.6795802681763,-279.53760988321403,10.230676292440993,1.262089762788808,-0.3319924107876651,9397.371408620178,0,154
fleet_20_centre,ours_full,1,11,20,5,0.8,796,796,0,0.0,1001.0,7922.829940615238,953.8448554342694,-233.05827736055195,9.95330394549653,1.198297557078228,-0.2927867806037085,8643.61651868871,0,147
fleet_20_centre,ours_full,1,12,20,5,0.8,746,746,0,0.0,1001.0,7530.581648098467,871.4612295188632,-252.47244205335497,10.094613469300894,1.168178591848342,-0.33843490891870637,8149.570435563647,0,138
fleet_20_centre,ours_full,2,13,20,5,0.8,802,802,0,0.0,1000.0,7804.779777653245,802.3258019891157,-247.53869127588936,9.73164560804644,1.0004062368941593,-0.3086517347579668,8359.56688836618,0,144
fleet_20_centre,ours_full,2,14,20,5,0.8,829,829,0,0.0,1001.0,8192.051409025138,921.7269260608127,-350.49601975835645,9.881847296773387,1.111853951822452,-0.42279375121635276,8763.282315327366,0,148
fleet_20_centre,ours_full,2,15,20,5,0.8,788,788,0,0.0,1002.0,7770.365988919479,815.5644991099272,-279.9715249583785,9.860870544314059,1.0349803288197046,-0.3552938133989575,8305.958963070718,0,141
fleet_20_centre,ours_full,2,16,20,5,0.8,776,776,0,0.0,1002.0,7637.996612712126,866.6513326281083,-214.57261351819554,9.842779140092945,1.1168187276135417,-0.2765110998945819,8290.075331821721,0,141
fleet_20_centre,ours_full,2,17,20,5,0.8,850,850,0,0.0,1002.0,8508.412188466338,1063.808208747129,-290.1481145369601,10.009896692313339,1.2515390691142694,-0.34135072298465896,9282.07228267637,0,155
fleet_20_centre,ours_full,2,18,20,5,0.8,811,811,0,0.0,1001.0,8133.566902446413,927.8774598023487,-187.55174970433924,10.029059065901865,1.1441152402001833,-0.2312598640004183,8873.892612544203,0,152
fleet_20_centre,ours_full,3,19,20,5,0.8,768,768,0,0.0,1002.0,7961.630671369417,1058.0576953203113,-224.89735029267328,10.366706603345595,1.3776792907816553,-0.29283509152691833,8794.791016396854,0,149
fleet_20_centre,ours_full,3,20,20,5,0.8,811,811,0,0.0,1000.0,8445.916672340734,979.2388195924109,-242.9528218806839,10.414200582417674,1.207446140064625,-0.2995719135396842,9182.20267005234,0,156
fleet_20_centre,ours_full,3,21,20,5,0.8,820,820,0,0.0,1001.0,8211.63597893624,1075.0196937945066,-307.494703616776,10.014190218214926,1.3109996265786665,-0.3749935409960683,8979.16096911378,0,155
fleet_20_centre,ours_full,3,22,20,5,0.8,778,778,0,0.0,997.0,7629.339426884788,925.9588948301815,-176.00708589412798,9.806348877743943,1.1901785280593593,-0.2262301875245861,8379.29123582055,0,142
fleet_20_centre,ours_full,3,23,20,5,0.8,788,788,0,0.0,1000.0,7762.136085984358,962.2967307433213,-289.5108442937248,9.850426505056292,1.2211887445981235,-0.36739954859609747,8434.92197243367,0,145
fleet_20_centre,ours_full,3,24,20,5,0.8,766,766,0,0.0,1001.0,7765.448374883836,1003.9286758483635,-286.23877532134395,10.137661063817017,1.3106118483660099,-0.37367986334379105,8483.138275410585,0,144
fleet_20_centre,ours_full,4,25,20,5,0.8,782,782,0,0.0,1002.0,8313.414881821122,927.5304672443524,-251.25682433908912,10.630965322021895,1.1861003417446963,-0.3213002868786306,8989.688524726205,0,148
fleet_20_centre,ours_full,4,26,20,5,0.8,777,777,0,0.0,1000.0,8143.931876160455,1026.3212176710604,-203.27010000693554,10.481250805869312,1.3208767280193827,-0.2616088803178063,8966.982993824406,0,150
fleet_20_centre,ours_full,4,27,20,5,0.8,789,789,0,0.0,1002.0,8484.042602165853,1070.7205262172397,-352.1928750426626,10.752905706167114,1.3570602360167803,-0.4463788023354405,9202.570253340304,0,153
fleet_20_centre,ours_full,4,28,20,5,0.8,744,744,0,0.0,1001.0,7898.41136253883,1056.1363992814327,-297.2728927012837,10.616144304487674,1.4195381710771944,-0.399560339652263,8657.274869118737,0,141
fleet_20_centre,ours_full,4,29,20,5,0.8,865,865,0,0.0,1001.0,8974.952090588306,1202.8107518788936,-320.9262004581125,10.375667156749486,1.3905326611316688,-0.3710129485064884,9856.836642009086,0,163
fleet_20_centre,ours_full,4,30,20,5,0.8,791,791,0,0.0,1002.0,8507.685571121394,1143.0229465128057,-235.83001735404937,10.755607548826035,1.4450353306103738,-0.29814161485973373,9414.878500280054,0,157
fleet_20_centre,baseline_adaptive,0,1,20,5,0.8,785,785,0,0.0,1001.0,6503.345385248801,2681.2088495560233,-693.2481873004024,8.284516414329683,3.4155526745936604,-0.8831187099368183,8491.30604750422,0,573
fleet_20_centre,baseline_adaptive,0,2,20,5,0.8,809,809,0,0.0,1001.0,6638.186901911185,2758.9979515573023,-819.8899020108627,8.205422622881564,3.4103806570547617,-1.013460941917012,8577.294951457428,0,584
fleet_20_centre,baseline_adaptive,0,3,20,5,0.8,808,808,0,0.0,998.0,6666.844115120655,2624.144189533568,-843.0790488204649,8.251044696931505,3.247703204868277,-1.0434146643817634,8447.909255833536,0,569
fleet_20_centre,baseline_adaptive,0,4,20,5,0.8,822,822,0,0.0,1000.0,6691.0312618439675,2701.562495188289,-768.2894999424199,8.139940707839376,3.286572378574561,-0.9346587590540387,8624.304257089654,0,595
fleet_20_centre,baseline_adaptive,0,5,20,5,0.8,760,760,0,0.0,1000.0,6182.143763306377,2519.375565640707,-736.7993230992755,8.134399688561022,3.314967849527246,-0.9694727935516783,7964.720005847573,0,542
fleet_20_centre,baseline_adaptive,0,6,20,5,0.8,861,861,0,0.0,1001.0,7180.307129451424,2978.5214554346994,-858.6212269075282,8.339497246749621,3.4593745126999993,-0.9972371973374312,9300.20735797851,0,631
fleet_20_centre,baseline_adaptive,1,7,20,5,0.8,730,730,0,0.0,1001.0,5802.411027321567,2550.4478717389525,-897.227827727839,7.948508256604887,3.4937642078615787,-1.2290792160655328,7455.631071332482,0,525
fleet_20_centre,baseline_adaptive,1,8,20,5,0.8,777,777,0,0.0,1000.0,5932.671329807244,2610.036159142711,-830.8886198792005,7.635355636817559,3.3591198959365647,-1.0693547231392542,7711.818869070529,0,548
fleet_20_centre,baseline_adaptive,1,9,20,5,0.8,794,794,0,0.0,1001.0,6266.84815666943,2668.111642846044,-977.9177149541465,7.892755864822959,3.360342119453456,-1.2316344017054741,7957.042084561081,0,555
fleet_20_centre,baseline_adaptive,1,10,20,5,0.8,842,842,0,0.0,1002.0,6479.428265637616,2787.0682323459946,-951.6099543186874,7.695282975816647,3.3100572830712527,-1.1301780930150682,8314.88654366469,0,572
fleet_20_centre,baseline_adaptive,1,11,20,5,0.8,796,796,0,0.0,1002.0,6211.354932525533,2776.289774943213,-909.2678784057326,7.803209714228056,3.4878012248030315,-1.142296329655443,8078.376829062758,0,572
fleet_20_centre,baseline_adaptive,1,12,20,5,0.8,746,746,0,0.0,1000.0,5918.217836733118,2575.9117141036872,-843.6944606048859,7.933267877658335,3.452964764214058,-1.1309577219904636,7650.435090231702,0,531
fleet_20_centre,baseline_adaptive,2,13,20,5,0.8,802,802,0,0.0,1000.0,6226.703995372492,2788.2760272641603,-935.3415259943337,7.763970069043007,3.4766534005787535,-1.1662612543570245,8079.638496642068,0,606
fleet_20_centre,baseline_adaptive,2,14,20,5,0.8,829,829,0,0.0,1001.0,6315.161132245644,2978.065014078971,-882.1930329129264,7.617805949632864,3.592358279950508,-1.0641652990505746,8411.033113411466,0,626
fleet_20_centre,baseline_adaptive,2,15,20,5,0.8,788,788,0,0.0,1002.0,6121.645574315919,2776.2352232066087,-878.666268715064,7.768585754208019,3.5231411462012803,-1.1150587166434822,8019.214528807218,0,598
fleet_20_centre,baseline_adaptive,2,16,20,5,0.8,776,776,0,0.0,1002.0,6047.839170831574,2615.1081021248733,-892.2507197247495,7.793607178906668,3.3699846676866922,-1.149807628511275,7770.696553231464,0,581
fleet_20_centre,baseline_adaptive,2,17,20,5,0.8,850,850,0,0.0,1002.0,6574.393916996941,2899.8162642258767,-958.8727601771832,7.7345810788199305,3.41154854614809,-1.1280856002084507,8515.33742104542,0,623
fleet_20_centre,baseline_adaptive,2,18,20,5,0.8,811,811,0,0.0,1001.0,6312.062155565352,2902.1640186249824,-865.1898403829383,7.7830606110546885,3.5785006394882646,-1.0668185454783456,8349.036333807153,0,609
fleet_20_centre,baseline_adaptive,3,19,20,5,0.8,768,768,0,0.0,1002.0,5689.925960100914,2382.271464309503,-970.4254664678685,7.408757760548066,3.1019159691529983,-1.2635748261300372,7101.771957942384,0,508
fleet_20_centre,baseline_adaptive,3,20,20,5,0.8,811,811,0,0.0,1000.0,6410.92856071681,2573.8215638507722,-958.0790047478878,7.904967399157596,3.173639412886279,-1.1813551229936965,8026.671119819445,0,560
fleet_20_centre,baseline_adaptive,3,21,20,5,0.8,820,820,0,0.0,1000.0,6385.824059868487,2566.4691233484004,-908.0272101769647,7.787590316912789,3.1298403943273176,-1.1073502563133715,8044.265973039663,0,563
fleet_20_centre,baseline_adaptive,3,22,20,5,0.8,778,778,0,0.0,997.0,6123.873636747632,2634.189706429447,-947.6070426026785,7.871302874996957,3.385847951708801,-1.218003910800358,7810.456300574162,0,550
fleet_20_centre,baseline_adaptive,3,23,20,5,0.8,788,788,0,0.0,1000.0,6084.3700460372465,2578.2710152632203,-960.3618807411566,7.721281784311227,3.2719175320599243,-1.2187333511943612,7702.279180559099,0,550
fleet_20_centre,baseline_adaptive,3,24,20,5,0.8,766,766,0,0.0,1001.0,5770.614148176844,2257.417620042066,-877.8236032476727,7.533438835740005,2.947020391699825,-1.1459838162502256,7150.208164971059,0,508
fleet_20_centre,baseline_adaptive,4,25,20,5,0.8,782,782,0,0.0,1001.0,6144.507403294851,2830.1224168802723,-801.0243470374896,7.857426346924362,3.6190823745272023,-1.0243278095108563,8173.605473137356,0,479
fleet_20_centre,baseline_adaptive,4,26,20,5,0.8,777,777,0,0.0,1000.0,6065.718202225808,2787.566736452137,-934.7954142230905,7.806587132851749,3.5876019774158774,-1.2030829011880186,7918.489524454617,0,478
fleet_20_centre,baseline_adaptive,4,27,20,5,0.8,789,789,0,0.0,1001.0,6299.923690553243,2937.029317973544,-946.4577501087257,7.984694157862159,3.722470618470905,-1.1995662232049755,8290.495258417808,0,491
fleet_20_centre,baseline_adaptive,4,28,20,5,0.8,744,744,0,0.0,1001.0,6135.393396768459,2716.484486596397,-1055.8062544128861,8.246496501032874,3.6511888260704257,-1.4190944279743094,7796.071628951738,0,468
fleet_20_centre,baseline_adaptive,4,29,20,5,0.8,865,865,0,0.0,1000.0,6913.080297815402,3279.6200556044264,-1072.223290635085,7.9920003442952625,3.7914682723750595,-1.239564497844029,9120.477062784636,0,543
fleet_20_centre,baseline_adaptive,4,30,20,5,0.8,791,791,0,0.0,1002.0,6430.698814744691,3028.6595973272842,-1107.26108211077,8.129834152648156,3.8288996173543417,-1.399824376878344,8352.097329960954,0,488
fleet_20_centre,baseline_full,0,1,20,5,0.8,785,785,0,0.0,1001.0,7903.305134282606,530.4250659261709,-289.61618229122394,10.06790462965937,0.6757007209250584,-0.36893781183595403,8144.114017917244,0,117
fleet_20_centre,baseline_full,0,2,20,5,0.8,809,809,0,0.0,1001.0,8180.51974373923,501.47543478027916,-440.9682251345009,10.111890906970618,0.61987074756524,-0.5450781522058108,8241.02695338471,0,120
fleet_20_centre,baseline_full,0,3,20,5,0.8,808,808,0,0.0,998.0,8252.947278017931,530.3487773610472,-303.42887683569415,10.214043660913282,0.6563722492092168,-0.3755307881629878,8479.867178543014,0,124
fleet_20_centre,baseline_full,0,4,20,5,0.8,822,822,0,0.0,1000.0,8367.199632126289,537.1661811700194,-469.14421592557494,10.179074978255825,0.6534868384063496,-0.5707350558705291,8435.22159737045,0,124
fleet_20_centre,baseline_full,0,5,20,5,0.8,760,760,0,0.0,1000.0,7467.2492224067055,464.711229815015,-355.63670160397004,9.82532792421935,0.6114621444934407,-0.4679430284262764,7576.3237506175,0,111
fleet_20_centre,baseline_full,0,6,20,5,0.8,861,861,0,0.0,1001.0,8515.065348716767,554.5624078135558,-446.9424583169818,9.889739080971856,0.6440910659855468,-0.5190969318431844,8622.685298213084,0,125
fleet_20_centre,baseline_full,1,7,20,5,0.8,730,730,0,0.0,1002.0,7293.810550590964,484.7222634122934,-273.7159294648998,9.991521302179404,0.6640031005647855,-0.3749533280341093,7504.8168845381,0,111
fleet_20_centre,baseline_full,1,8,20,5,0.8,777,777,0,0.0,1000.0,7507.9947771883335,488.88879493828296,-357.46956062624093,9.662798941040327,0.6292005082860784,-0.46006378458975666,7639.414011500106,0,112
fleet_20_centre,baseline_full,1,9,20,5,0.8,794,794,0,0.0,1002.0,7954.751814408863,503.8974188229779,-397.1374473990048,10.018579111346174,0.634631509852617,-0.5001731075554217,8061.511785832528,0,119
fleet_20_centre,baseline_full,1,10,20,5,0.8,842,842,0,0.0,1001.0,8352.773732900367,537.7614159587908,-669.7584589150731,9.920158827672644,0.6386715153904879,-0.795437599661607,8220.776689943768,0,120
fleet_20_centre,baseline_full,1,11,20,5,0.8,796,796,0,0.0,1001.0,7889.757967105772,512.3833569376213,-354.12805662177567,9.911756240082628,0.6436976845950017,-0.44488449324343676,8048.013267421297,0,119
fleet_20_centre,baseline_full,1,12,20,5,0.8,746,746,0,0.0,1001.0,7399.476033349129,467.6648608145102,-317.66140354348187,9.9188686774117,0.6268965962660994,-0.4258195757955521,7549.479490619898,0,110
fleet_20_centre,baseline_full,2,13,20,5,0.8,802,802,0,0.0,1001.0,7696.254549038596,503.5016867342835,-349.5063378937059,9.59632736787855,0.6278075894442438,-0.4357934387702069,7850.249897878875,0,116
fleet_20_centre,baseline_full,2,14,20,5,0.8,829,829,0,0.0,1001.0,8141.6649774363295,554.3354632748667,-400.0827060372969,9.82106752404865,0.6686796903195015,-0.48260881307273445,8295.917734673587,0,120
fleet_20_centre,baseline_full,2,15,20,5,0.8,788,788,0,0.0,1002.0,7695.10891415775,507.4304914010277,-304.44608406559126,9.76536664233217,0.6439473241129794,-0.386352898560395,7898.093321492891,0,115
fleet_20_centre,baseline_full,2,16,20,5,0.8,776,776,0,0.0,1003.0,7581.228904341195,473.3384701241975,-418.7918212127177,9.769624876728344,0.6099722553146875,-0.5396801819751517,7635.775553252404,0,112
fleet_20_centre,baseline_full,2,17,20,5,0.8,850,850,0,0.0,1002.0,8517.651661367576,578.0596887290147,-344.5911859664386,10.020766660432441,0.680070222034135,-0.40540139525463365,8751.120164129912,0,128
