rho,regime,seed,L_sim,L_d_analytic,L_c_analytic,block_frac,within_window
0.65,R1_fcfs_fixed,1,0.9578928188891211,0.9553565347219046,0.5618667512811468,0.018634132392889483,0.5433794706351684
0.65,R1_fcfs_fixed,2,0.9626811693206196,0.9553565347219046,0.5618667512811468,0.018398053261130344,0.5435010335772948
0.65,R1_fcfs_fixed,3,0.9376436533999153,0.9553565347219046,0.5618667512811468,0.01699361706522712,0.5480641929992925
0.65,R1_fcfs_fixed,4,0.9508371077462693,0.9553565347219046,0.5618667512811468,0.017555065625450724,0.5474412751677852
0.65,R1_fcfs_fixed,5,0.957090841556464,0.9553565347219046,0.5618667512811468,0.017992204062093963,0.5427701907474598
0.65,R1_fcfs_fixed,6,0.9419056911801583,0.9553565347219046,0.5618667512811468,0.017139265928450907,0.5474595120594982
0.65,R1_fcfs_fixed,7,0.9589571110694719,0.9553565347219046,0.5618667512811468,0.017609315102191426,0.5431014093520876
0.65,R1_fcfs_fixed,8,0.9657930737446346,0.9553565347219046,0.5618667512811468,0.01734234697022623,0.540355352948147
0.65,R1_fcfs_fixed,9,0.981966714362304,0.9553565347219046,0.5618667512811468,0.019385458526269984,0.5402298053519544
0.65,R1_fcfs_fixed,10,0.9548504975317244,0.9553565347219046,0.5618667512811468,0.016906356350861785,0.5474533563207159
0.65,R1_fcfs_fixed,11,0.9583034198780596,0.9553565347219046,0.5618667512811468,0.017867644042067258,0.5450969197348633
0.65,R1_fcfs_fixed,12,0.9355176722238102,0.9553565347219046,0.5618667512811468,0.01640988991355259,0.5491696185904826
0.65,R1_fcfs_fixed,13,0.9473102285951132,0.9553565347219046,0.5618667512811468,0.018295723938157992,0.5486484229280922
0.65,R1_fcfs_fixed,14,0.9508926783737724,0.9553565347219046,0.5618667512811468,0.017464037553522705,0.5459664782584364
0.65,R1_fcfs_fixed,15,0.945920419668132,0.9553565347219046,0.5618667512811468,0.017810085080460242,0.5489152024978569
0.65,R2_priority_fixed,1,0.9578928188891211,0.9553565347219046,0.5618667512811468,0.018634132392889483,0.5324175252367572
0.65,R2_priority_fixed,2,0.9626811693206196,0.9553565347219046,0.5618667512811468,0.018398053261130344,0.5331233588468629
0.65,R2_priority_fixed,3,0.9376436533999153,0.9553565347219046,0.5618667512811468,0.01699361706522712,0.5377039304552491
0.65,R2_priority_fixed,4,0.9508371077462693,0.9553565347219046,0.5618667512811468,0.017555065625450724,0.5371574384787472
0.65,R2_priority_fixed,5,0.957090841556464,0.9553565347219046,0.5618667512811468,0.017992204062093963,0.532177752397401
0.65,R2_priority_fixed,6,0.9419056911801583,0.9553565347219046,0.5618667512811468,0.017139265928450907,0.5369708764857163
0.65,R2_priority_fixed,7,0.9589571110694719,0.9553565347219046,0.5618667512811468,0.017609315102191426,0.5328269126424309
0.65,R2_priority_fixed,8,0.9657930737446346,0.9553565347219046,0.5618667512811468,0.01734234697022623,0.5289795975268885
0.65,R2_priority_fixed,9,0.981966714362304,0.9553565347219046,0.5618667512811468,0.019385458526269984,0.5299738573875417
0.65,R2_priority_fixed,10,0.9548504975317244,0.9553565347219046,0.5618667512811468,0.016906356350861785,0.5368577551006163
0.65,R2_priority_fixed,11,0.9583034198780596,0.9553565347219046,0.5618667512811468,0.017867644042067258,0.5339427950760318
0.65,R2_priority_fixed,12,0.9355176722238102,0.9553565347219046,0.5618667512811468,0.01640988991355259,0.5378440126600851
0.65,R2_priority_fixed,13,0.9473102285951132,0.9553565347219046,0.5618667512811468,0.018295723938157992,0.5382714846468639
0.65,R2_priority_fixed,14,0.9508926783737724,0.9553565347219046,0.5618667512811468,0.017464037553522705,0.5350117521965415
0.65,R2_priority_fixed,15,0.945920419668132,0.9553565347219046,0.5618667512811468,0.017810085080460242,0.539011590223232
0.65,R3a_priority_jsq,1,0.48741451148822723,0.9553565347219046,0.5618667512811468,0.0,0.6442028837164868
0.65,R3a_priority_jsq,2,0.49838988658523925,0.9553565347219046,0.5618667512811468,0.0,0.6399012115946392
0.65,R3a_priority_jsq,3,0.4827553190440246,0.9553565347219046,0.5618667512811468,0.0,0.6455671859117009
0.65,R3a_priority_jsq,4,0.4962201868531964,0.9553565347219046,0.5618667512811468,0.0,0.6412654783149747
0.65,R3a_priority_jsq,5,0.4890639701099969,0.9553565347219046,0.5618667512811468,0.0,0.6440955407930813
0.65,R3a_priority_jsq,6,0.48738439492027047,0.9553565347219046,0.5618667512811468,0.0,0.6435993945096756
0.65,R3a_priority_jsq,7,0.4854317449634687,0.9553565347219046,0.5618667512811468,0.0,0.6442331970765063
0.65,R3a_priority_jsq,8,0.4872320393121651,0.9553565347219046,0.5618667512811468,0.0,0.6436172395398777
0.65,R3a_priority_jsq,9,0.4856061919418104,0.9553565347219046,0.5618667512811468,0.0,0.644109729085023
0.65,R3a_priority_jsq,10,0.48848058127903904,0.9553565347219046,0.5618667512811468,0.0,0.6433934859758019
0.65,R3a_priority_jsq,11,0.4933048559085318,0.9553565347219046,0.5618667512811468,0.0,0.6405793531878793
0.65,R3a_priority_jsq,12,0.48064726504382893,0.9553565347219046,0.5618667512811468,0.0,0.6471797824432974
0.65,R3a_priority_jsq,13,0.48511883553332363,0.9553565347219046,0.5618667512811468,1.3662322048255321e-05,0.6437134952351675
0.65,R3a_priority_jsq,14,0.4842934606887573,0.9553565347219046,0.5618667512811468,0.0,0.6457900207900208
0.65,R3a_priority_jsq,15,0.48823904419344355,0.9553565347219046,0.5618667512811468,0.0,0.6412522642605694
0.65,R3b_priority_jsq_travel,1,1.1151092911200562,0.9553565347219046,0.5618667512811468,0.057154941876330294,0.4895584596014414
0.65,R3b_priority_jsq_travel,2,1.1107685956189197,0.9553565347219046,0.5618667512811468,0.056846621380050054,0.4910366044806042
0.65,R3b_priority_jsq_travel,3,1.1174437686512657,0.9553565347219046,0.5618667512811468,0.05796843316709596,0.48886626427168933
0.65,R3b_priority_jsq_travel,4,1.1201794577595858,0.9553565347219046,0.5618667512811468,0.05921607626624601,0.4890024568591571
0.65,R3b_priority_jsq_travel,5,1.1187831231732148,0.9553565347219046,0.5618667512811468,0.05921471669942675,0.48964422733923985
0.65,R3b_priority_jsq_travel,6,1.113260328209511,0.9553565347219046,0.5618667512811468,0.056781107091666096,0.4862717285898308
0.65,R3b_priority_jsq_travel,7,1.1315120214817604,0.9553565347219046,0.5618667512811468,0.05962198607749012,0.48558318122650224
0.65,R3b_priority_jsq_travel,8,1.1231190787802405,0.9553565347219046,0.5618667512811468,0.05679805818604492,0.48661070273875284
0.65,R3b_priority_jsq_travel,9,1.1311033267341888,0.9553565347219046,0.5618667512811468,0.05897239996179925,0.48375124140080755
0.65,R3b_priority_jsq_travel,10,1.1255155346650263,0.9553565347219046,0.5618667512811468,0.058483053050724536,0.4883328852037294
0.65,R3b_priority_jsq_travel,11,1.145934788340057,0.9553565347219046,0.5618667512811468,0.0610752072425829,0.4803990618850882
0.65,R3b_priority_jsq_travel,12,1.1208895649483632,0.9553565347219046,0.5618667512811468,0.05602353712148104,0.4864300022417795
0.65,R3b_priority_jsq_travel,13,1.1033511074545308,0.9553565347219046,0.5618667512811468,0.057943771353301955,0.4934235441489207
0.65,R3b_priority_jsq_travel,14,1.1135461894572187,0.9553565347219046,0.5618667512811468,0.05636889028882894,0.4913137499637166
0.65,R3b_priority_jsq_travel,15,1.1331166046882,0.9553565347219046,0.5618667512811468,0.060326009343697085,0.48534105301248415
0.7,R1_fcfs_fixed,1,1.1649049289902447,1.1622888810369043,0.881429071574559,0.02610038805573316,0.501417038260033
0.7,R1_fcfs_fixed,2,1.1770848448491418,1.1622888810369043,0.881429071574559,0.027399430842264715,0.5007657866094879
0.7,R1_fcfs_fixed,3,1.1534219539979085,1.1622888810369043,0.881429071574559,0.0257918638741449,0.5047240015998007
0.7,R1_fcfs_fixed,4,1.1545751607165509,1.1622888810369043,0.881429071574559,0.026134031426919387,0.505627434477089
0.7,R1_fcfs_fixed,5,1.1540755029005572,1.1622888810369043,0.881429071574559,0.02567907524758781,0.5042129965550827
0.7,R1_fcfs_fixed,6,1.166778566860078,1.1622888810369043,0.881429071574559,0.02584460210491549,0.5004988035235741
0.7,R1_fcfs_fixed,7,1.1921155309375044,1.1622888810369043,0.881429071574559,0.028965752257624808,0.4980795351890244
0.7,R1_fcfs_fixed,8,1.1503485603570558,1.1622888810369043,0.881429071574559,0.02534851832101775,0.5042338657148068
0.7,R1_fcfs_fixed,9,1.167846545057412,1.1622888810369043,0.881429071574559,0.02716410538913056,0.5034529442777456
0.7,R1_fcfs_fixed,10,1.1695454072084124,1.1622888810369043,0.881429071574559,0.025915990744743066,0.5013345863434945
0.7,R1_fcfs_fixed,11,1.173318313176697,1.1622888810369043,0.881429071574559,0.02722145743594298,0.5006456325242276
0.7,R1_fcfs_fixed,12,1.1657172953214907,1.1622888810369043,0.881429071574559,0.026700232673456153,0.500787092981482
0.7,R1_fcfs_fixed,13,1.1926533127156498,1.1622888810369043,0.881429071574559,0.02798461509312416,0.4954255415924833
0.7,R1_fcfs_fixed,14,1.17120805470676,1.1622888810369043,0.881429071574559,0.02760915024396426,0.5026457784844772
0.7,R1_fcfs_fixed,15,1.1663656343682836,1.1622888810369043,0.881429071574559,0.026195531611472034,0.49926123604647377
0.7,R2_priority_fixed,1,1.1649049289902447,1.1622888810369043,0.881429071574559,0.02610038805573316,0.4890862053275438
0.7,R2_priority_fixed,2,1.1770848448491418,1.1622888810369043,0.881429071574559,0.027399430842264715,0.48807653955695174
0.7,R2_priority_fixed,3,1.1534219539979085,1.1622888810369043,0.881429071574559,0.0257918638741449,0.49250913001003155
0.7,R2_priority_fixed,4,1.1545751607165509,1.1622888810369043,0.881429071574559,0.026134031426919387,0.4928784408907332
0.7,R2_priority_fixed,5,1.1540755029005572,1.1622888810369043,0.881429071574559,0.02567907524758781,0.49170801221082633
0.7,R2_priority_fixed,6,1.166778566860078,1.1622888810369043,0.881429071574559,0.02584460210491549,0.4883384300403607
0.7,R2_priority_fixed,7,1.1921155309375044,1.1622888810369043,0.881429071574559,0.028965752257624808,0.48582885441511936
0.7,R2_priority_fixed,8,1.1503485603570558,1.1622888810369043,0.881429071574559,0.02534851832101775,0.4920533597352857
0.7,R2_priority_fixed,9,1.167846545057412,1.1622888810369043,0.881429071574559,0.02716410538913056,0.49061749448375064
0.7,R2_priority_fixed,10,1.1695454072084124,1.1622888810369043,0.881429071574559,0.025915990744743066,0.489450568096534
0.7,R2_priority_fixed,11,1.173318313176697,1.1622888810369043,0.881429071574559,0.02722145743594298,0.4882155760476855
0.7,R2_priority_fixed,12,1.1657172953214907,1.1622888810369043,0.881429071574559,0.026700232673456153,0.4888337306900944
0.7,R2_priority_fixed,13,1.1926533127156498,1.1622888810369043,0.881429071574559,0.02798461509312416,0.4826638422851499
0.7,R2_priority_fixed,14,1.17120805470676,1.1622888810369043,0.881429071574559,0.02760915024396426,0.49092224278601776
0.7,R2_priority_fixed,15,1.1663656343682836,1.1622888810369043,0.881429071574559,0.026195531611472034,0.48704396784586845
0.7,R3a_priority_jsq,1,0.5741311502318578,1.1622888810369043,0.881429071574559,0.0,0.6204539396016604
0.7,R3a_priority_jsq,2,0.5870910500442128,1.1622888810369043,0.881429071574559,0.0,0.6159021173600656
0.7,R3a_priority_jsq,3,0.5872085807532685,1.1622888810369043,0.881429071574559,0.0,0.6148810545248854
0.7,R3a_priority_jsq,4,0.5838542582085452,1.1622888810369043,0.881429071574559,0.0,0.618263026665567
0.7,R3a_priority_jsq,5,0.580901868105413,1.1622888810369043,0.881429071574559,0.0,0.6168566542268789
0.7,R3a_priority_jsq,6,0.5880352076068511,1.1622888810369043,0.881429071574559,0.0,0.6179322813938198
0.7,R3a_priority_jsq,7,0.573610453303389,1.1622888810369043,0.881429071574559,0.0,0.6191077628063139
0.7,R3a_priority_jsq,8,0.5858111128001179,1.1622888810369043,0.881429071574559,0.0,0.6172698485223472
0.7,R3a_priority_jsq,9,0.5856770767512557,1.1622888810369043,0.881429071574559,0.0,0.6154986787658342
0.7,R3a_priority_jsq,10,0.582182772951712,1.1622888810369043,0.881429071574559,0.0,0.6189169271428935
0.7,R3a_priority_jsq,11,0.5817045961036607,1.1622888810369043,0.881429071574559,0.0,0.6186871094668727
0.7,R3a_priority_jsq,12,0.5849975854282521,1.1622888810369043,0.881429071574559,6.364440597493683e-06,0.6172567638953418
0.7,R3a_priority_jsq,13,0.5817136930021561,1.1622888810369043,0.881429071574559,0.0,0.6179924254439109
0.7,R3a_priority_jsq,14,0.5751345630765698,1.1622888810369043,0.881429071574559,0.0,0.6197603080846852
0.7,R3a_priority_jsq,15,0.5775562504376267,1.1622888810369043,0.881429071574559,0.0,0.6186145621278134
0.7,R3b_priority_jsq_travel,1,1.2900048661154662,1.1622888810369043,0.881429071574559,0.07309902614888454,0.45569014546647707
0.7,R3b_priority_jsq_travel,2,1.264606200988982,1.1622888810369043,0.881429071574559,0.0709420243637987,0.46376274328081557
0.7,R3b_priority_jsq_travel,3,1.3074751987179187,1.1622888810369043,0.881429071574559,0.07624549743797879,0.45348749390658366
0.7,R3b_priority_jsq_travel,4,1.2968826750474496,1.1622888810369043,0.881429071574559,0.07355437867423474,0.45437636761487965
0.7,R3b_priority_jsq_travel,5,1.3139124335464485,1.1622888810369043,0.881429071574559,0.07652860461278735,0.45415993676758654
0.7,R3b_priority_jsq_travel,6,1.3014575123598486,1.1622888810369043,0.881429071574559,0.0747674219508019,0.45548449891358733
0.7,R3b_priority_jsq_travel,7,1.2978286725001833,1.1622888810369043,0.881429071574559,0.07337593994496645,0.4561702418830613
0.7,R3b_priority_jsq_travel,8,1.2942692210151647,1.1622888810369043,0.881429071574559,0.07319079996428161,0.45617657382363264
0.7,R3b_priority_jsq_travel,9,1.3138806769053422,1.1622888810369043,0.881429071574559,0.07272473920561429,0.44923051701879135
0.7,R3b_priority_jsq_travel,10,1.2870709836595862,1.1622888810369043,0.881429071574559,0.07361165135216136,0.4587162278437446
0.7,R3b_priority_jsq_travel,11,1.302380645730365,1.1622888810369043,0.881429071574559,0.07310656847108463,0.457854287927713
0.7,R3b_priority_jsq_travel,12,1.2938870918557241,1.1622888810369043,0.881429071574559,0.07196938445232821,0.45683098976856157
0.7,R3b_priority_jsq_travel,13,1.3077802046693134,1.1622888810369043,0.881429071574559,0.07350999263566876,0.45453050372431186
0.7,R3b_priority_jsq_travel,14,1.3080741790293893,1.1622888810369043,0.881429071574559,0.07533976632721817,0.45324735145094425
0.7,R3b_priority_jsq_travel,15,1.3149725030737398,1.1622888810369043,0.881429071574559,0.07579847620969776,0.45211462733830626
0.8,R1_fcfs_fixed,1,1.6308179713226647,1.627566604837445,2.1984498247757425,0.050550677842404405,0.41921883098353685
0.8,R1_fcfs_fixed,2,1.6601486854587832,1.627566604837445,2.1984498247757425,0.052374348163763455,0.4151761930131669
0.8,R1_fcfs_fixed,3,1.6289608903190427,1.627566604837445,2.1984498247757425,0.05002335720959203,0.42023241518601995
0.8,R1_fcfs_fixed,4,1.635270481356447,1.627566604837445,2.1984498247757425,0.050986969996556435,0.4198632782778682
0.8,R1_fcfs_fixed,5,1.6190158068681217,1.627566604837445,2.1984498247757425,0.04832593517878254,0.4210865577882085
0.8,R1_fcfs_fixed,6,1.6421498138775283,1.627566604837445,2.1984498247757425,0.049892261077167654,0.4180465506786697
0.8,R1_fcfs_fixed,7,1.6370278351577,1.627566604837445,2.1984498247757425,0.05001637969805831,0.4203364468500485
0.8,R1_fcfs_fixed,8,1.643238456777977,1.627566604837445,2.1984498247757425,0.05148900949344236,0.41739828160781534
0.8,R1_fcfs_fixed,9,1.6378695578781275,1.627566604837445,2.1984498247757425,0.05215020763867001,0.4199205418555402
0.8,R1_fcfs_fixed,10,1.6488170038746055,1.627566604837445,2.1984498247757425,0.0527460817830662,0.41738733038036985
0.8,R1_fcfs_fixed,11,1.6092410159366608,1.627566604837445,2.1984498247757425,0.04963060554008305,0.4235408355464043
0.8,R1_fcfs_fixed,12,1.6448816262408652,1.627566604837445,2.1984498247757425,0.05266783706304585,0.4169325326076757
0.8,R1_fcfs_fixed,13,1.6477018960355316,1.627566604837445,2.1984498247757425,0.05149034971545098,0.4181959464591403
0.8,R1_fcfs_fixed,14,1.6318193500660307,1.627566604837445,2.1984498247757425,0.05082521464477957,0.42082937861051545
0.8,R1_fcfs_fixed,15,1.6142074367972756,1.627566604837445,2.1984498247757425,0.05044530144549566,0.423676413004728
0.8,R2_priority_fixed,1,1.6308179713226647,1.627566604837445,2.1984498247757425,0.050550677842404405,0.404019404019404
0.8,R2_priority_fixed,2,1.6601486854587832,1.627566604837445,2.1984498247757425,0.052374348163763455,0.3994742604225822
0.8,R2_priority_fixed,3,1.6289608903190427,1.627566604837445,2.1984498247757425,0.05002335720959203,0.4054913210198168
0.8,R2_priority_fixed,4,1.635270481356447,1.627566604837445,2.1984498247757425,0.050986969996556435,0.40434161701529925
0.8,R2_priority_fixed,5,1.6190158068681217,1.627566604837445,2.1984498247757425,0.04832593517878254,0.4053232072851291
0.8,R2_priority_fixed,6,1.6421498138775283,1.627566604837445,2.1984498247757425,0.049892261077167654,0.4024091608750408
0.8,R2_priority_fixed,7,1.6370278351577,1.627566604837445,2.1984498247757425,0.05001637969805831,0.4047591213570101
0.8,R2_priority_fixed,8,1.643238456777977,1.627566604837445,2.1984498247757425,0.05148900949344236,0.40221739359614855
0.8,R2_priority_fixed,9,1.6378695578781275,1.627566604837445,2.1984498247757425,0.05215020763867001,0.40454229891897253
0.8,R2_priority_fixed,10,1.6488170038746055,1.627566604837445,2.1984498247757425,0.0527460817830662,0.40139797042349246
0.8,R2_priority_fixed,11,1.6092410159366608,1.627566604837445,2.1984498247757425,0.04963060554008305,0.40809223533816114
0.8,R2_priority_fixed,12,1.6448816262408652,1.627566604837445,2.1984498247757425,0.05266783706304585,0.40166088017265644
0.8,R2_priority_fixed,13,1.6477018960355316,1.627566604837445,2.1984498247757425,0.05149034971545098,0.40306381785357476
0.8,R2_priority_fixed,14,1.6318193500660307,1.627566604837445,2.1984498247757425,0.05082521464477957,0.4055319248661253
0.8,R2_priority_fixed,15,1.6142074367972756,1.627566604837445,2.1984498247757425,0.05044530144549566,0.4080721419930219
0.8,R3a_priority_jsq,1,0.9285497272254745,1.627566604837445,2.1984498247757425,0.00017109206408777574,0.5309431150120063
0.8,R3a_priority_jsq,2,0.9179313412676589,1.627566604837445,2.1984498247757425,0.00019449414850461784,0.5317448407338858
0.8,R3a_priority_jsq,3,0.9237428002289535,1.627566604837445,2.1984498247757425,0.00016126700254690647,0.5292360744180873
0.8,R3a_priority_jsq,4,0.906231872383831,1.627566604837445,2.1984498247757425,0.00033361690770488246,0.5342744626885596
0.8,R3a_priority_jsq,5,0.9062287459962792,1.627566604837445,2.1984498247757425,0.0001779032984383426,0.5336387951311465
0.8,R3a_priority_jsq,6,0.8941764881301977,1.627566604837445,2.1984498247757425,0.00012228064519714975,0.5363371042610556
0.8,R3a_priority_jsq,7,0.8945395193683885,1.627566604837445,2.1984498247757425,0.00010003445631272994,0.5353468543828543
0.8,R3a_priority_jsq,8,0.9106412062503428,1.627566604837445,2.1984498247757425,0.0003113723178888957,0.5334386402064608
0.8,R3a_priority_jsq,9,0.9105573857460569,1.627566604837445,2.1984498247757425,0.0002824577144186356,0.5345477108540531
0.8,R3a_priority_jsq,10,0.8887881107471756,1.627566604837445,2.1984498247757425,0.0002673082063619353,0.5394329322638146
0.8,R3a_priority_jsq,11,0.9399333863162447,1.627566604837445,2.1984498247757425,0.00022782334244626703,0.5262783459315251
0.8,R3a_priority_jsq,12,0.8803121995753586,1.627566604837445,2.1984498247757425,0.0001951796210169416,0.5435428902907693
0.8,R3a_priority_jsq,13,0.907791118764071,1.627566604837445,2.1984498247757425,0.00038214232309302675,0.5367857677114094
0.8,R3a_priority_jsq,14,0.9034366178016159,1.627566604837445,2.1984498247757425,0.00021654395842355997,0.5352194027446864
0.8,R3a_priority_jsq,15,0.9001656135399283,1.627566604837445,2.1984498247757425,0.00022797155359833635,0.5339084391494663
0.8,R3b_priority_jsq_travel,1,1.6804677754123776,1.627566604837445,2.1984498247757425,0.10755326159793101,0.3903362335389542
0.8,R3b_priority_jsq_travel,2,1.6774783523708983,1.627566604837445,2.1984498247757425,0.10991357736327538,0.39239944764154183
0.8,R3b_priority_jsq_travel,3,1.6804962871385727,1.627566604837445,2.1984498247757425,0.10747725759929,0.39134650646743285
