config,policy,layout_id,seed,n_stations,mission_rate,missions_total,missions_completed,unfinished_at_cap,miss_rate,f12_Z,f12_cmax_term,f12_energy_term,f12_tardy_term,f12_makespan_capped_min,f12_tardiness_capped_min,makespan_min,total_tardiness_min,mean_charge_duration_min,total_charge_energy_wh,mission_flight_energy_wh,safety_violations,gate_binding_rate,mean_on_pad_queue_length,runtime_per_decision_us,charge_sessions
density_scarce,baseline,1,11,2,0.8,796,796,0,0.0,1.9738035535999252,1.001,0.9728035535999252,0.0,1001.0,0.0,1001.0,0,32.083333333333336,7377.275699332413,7780.474334755636,0,0.475,5.815184815184815,30.308341956697404,108
density_scarce,baseline,1,12,2,0.8,746,746,0,0.0,2.017396043260552,1.001,1.0163960432605523,0.0,1001.0,0.0,1001.0,0,31.925925925925927,7349.953679383819,7283.860520518799,0,0.4690265486725664,2.5054945054945055,35.464594169495115,108
density_scarce,baseline,2,13,2,0.8,802,802,0,0.0,1.9723019863192692,1.0,0.9723019863192691,0.0,1000.0,0.0,1000.0,0,31.914285714285715,7132.816266647109,7487.69990942142,0,0.2565217391304348,4.387,34.38259717886863,105
density_scarce,baseline,2,14,2,0.8,829,829,0,0.0,1.9432648894205542,1.003,0.9402648894205542,0.0,1003.0,0.0,1003.0,0,31.818181818181817,7417.456384477917,8064.03425061323,0,0.24609375,6.273180458624128,30.57266349060228,110
density_scarce,baseline,2,15,2,0.8,788,788,0,0.0,2.009288505443175,1.002,1.0072885054431753,0.0,1002.0,0.0,1002.0,0,31.805555555555557,7313.631422435021,7424.494041404403,0,0.22807017543859648,2.344311377245509,37.851751058999646,108
density_scarce,baseline,2,16,2,0.8,776,776,0,0.0,1.9837820237443196,1.002,0.9817820237443197,0.0,1002.0,0.0,1002.0,0,32.0377358490566,7209.453054728451,7516.786613124424,0,0.2782608695652174,4.3163672654690615,34.36520219901982,106
density_scarce,baseline,2,17,2,0.8,850,850,0,0.0,1.9759065160307812,1.031,0.9449065160307812,0.0,1031.0,0.0,1031.0,0,31.843478260869563,7788.727122210118,8432.72207285396,0,0.24812030075187969,6.2987390882638215,29.426317091302987,115
density_scarce,baseline,2,18,2,0.8,811,811,0,0.0,1.9760096345285363,1.0,0.9760096345285362,0.0,1000.0,0.0,1000.0,0,31.911504424778762,7659.244749251401,7963.590674695046,0,0.29365079365079366,4.893,30.970627752443157,113
density_scarce,baseline,3,19,2,0.8,768,768,0,0.0,1.9451820584700368,1.017,0.928182058470037,0.0,1017.0,0.0,1017.0,0,31.89108910891089,6842.725278414467,7546.252968257142,0,0.3771186440677966,8.152409046214355,29.415245882188113,101
density_scarce,baseline,3,20,2,0.8,811,811,0,0.19852034525277434,2.088517165887359,1.074,0.9327409919795352,0.08177617390782356,1074.0,2984.421466766021,1074.0,2984.421466766021,31.84259259259259,7320.365776102746,7981.574541559586,0,0.3464566929133858,10.519553072625698,26.825985937254632,108
density_scarce,baseline,3,21,2,0.8,820,820,0,0.0,1.9390497379851666,1.007,0.9320497379851667,0.0,1007.0,0.0,1007.0,0,31.79245283018868,7161.398971002358,7847.44980937513,0,0.36,9.592850049652434,26.93359414115548,106
density_scarce,baseline,3,22,2,0.8,778,778,0,0.010282776349614395,1.9582122090715868,1.039,0.9187991954817747,0.0004130135898122514,1039.0,14.459605779326921,1039.0,14.459605779326921,31.91,6794.370727832565,7514.16546924752,0,0.3697478991596639,7.429258902791146,31.747069198074712,100
density_scarce,baseline,3,23,2,0.8,788,788,0,0.0,1.9403800430601459,1.01,0.9303800430601458,0.0,1010.0,0.0,1010.0,0,31.83653846153846,7033.751846666743,7702.000214773658,0,0.36885245901639346,8.005940594059405,28.479510830471018,104
density_scarce,baseline,3,24,2,0.8,766,766,0,0.0,1.9450816335361676,1.012,0.9330816335361675,0.0,1012.0,0.0,1012.0,0,31.715686274509803,6878.334838066818,7513.834011459305,0,0.3416666666666667,8.33399209486166,29.547492158599198,102
density_scarce,baseline,4,25,2,0.8,782,608,174,0.37468030690537085,4.483287548499766,1.135,0.887749309082727,2.460538239417039,1135.0,86586.34064508561,1134.0,51337.62809461428,32.2,5158.563596010607,5902.050932053773,0,0.30319148936170215,13.512775330396476,32.65956988895035,75
density_scarce,baseline,4,26,2,0.8,777,655,122,0.32947232947232946,3.7696013681443725,1.135,0.9139059276900602,1.7206954404543124,1135.0,60164.116075485035,1134.0,37867.51114255648,32.129411764705885,5836.451248261771,6576.469359227535,0,0.28846153846153844,12.23876651982379,31.706728175497396,85
density_scarce,baseline,4,27,2,0.8,789,665,124,0.4448669201520912,3.712573687042691,1.135,0.9066482047556246,1.670925482287067,1135.0,59326.20924860231,1135.0,40217.668192203266,32.05952380952381,5747.50805252344,6480.192531669272,0,0.28921568627450983,13.799118942731278,29.812746124305562,84
density_scarce,baseline,4,28,2,0.8,744,638,106,0.30510752688172044,3.103158193998656,1.135,0.9036636720960204,1.0644945219026358,1135.0,35639.276593300245,1127.0,19618.07366909675,32.23809523809524,5770.9933952684905,6462.837536384347,0,0.30097087378640774,12.133920704845815,33.30875075087675,84
density_scarce,baseline,4,29,2,0.8,865,639,226,0.41965317919075146,5.029199700318142,1.135,0.9004654228031588,2.9937342775149833,1135.0,116531.10675227073,1135.0,67445.97902668717,32.151898734177216,5415.379891926952,6129.232472440627,0,0.3247422680412371,14.622907488986785,30.008253891059418,79
density_scarce,baseline,4,30,2,0.8,791,630,161,0.37041719342604296,4.15198106754681,1.135,0.8986092357480352,2.118371831798775,1135.0,75403.44535287739,1135.0,44179.83282614136,32.0609756097561,5613.480516218497,6358.896927589971,0,0.2871287128712871,14.503083700440529,29.54456215207972,82
density_scarce,jsq,0,1,2,0.8,785,785,0,0.0,2.0167528576842475,1.0,1.0167528576842475,0.0,1000.0,0.0,1000.0,0,32.0,7466.060749719945,7497.753951731336,0,0.2711864406779661,1.84,39.072890797535244,109
density_scarce,jsq,0,2,2,0.8,809,809,0,0.0,2.0136191505406167,1.002,1.0116191505406165,0.0,1002.0,0.0,1002.0,0,32.14159292035398,7741.143196977083,7839.757396951917,0,0.3305785123966942,3.7714570858283434,37.02644247192243,113
density_scarce,jsq,0,3,2,0.8,808,808,0,0.0,2.020543240710095,0.997,1.023543240710095,0.0,997.0,0.0,997.0,0,32.14159292035398,7732.989423142084,7738.990184627223,0,0.32083333333333336,2.774,35.919988295063376,113
density_scarce,jsq,0,4,2,0.8,822,822,0,0.0,1.983042191345668,1.0,0.9830421913456678,0.0,1000.0,0.0,1000.0,0,32.10526315789474,7811.701307657646,8139.264078974093,0,0.3055555555555556,4.979,34.82698276269412,114
density_scarce,jsq,0,5,2,0.8,760,760,0,0.0,2.033548672992902,1.001,1.0325486729929019,0.0,1001.0,0.0,1001.0,0,32.21818181818182,7572.8138915381405,7449.7808103354455,0,0.30869565217391304,2.5504495504495504,40.24522773840505,110
density_scarce,jsq,0,6,2,0.8,861,861,0,0.0,1.9664637945474033,1.004,0.9624637945474033,0.0,1004.0,0.0,1004.0,0,32.20338983050848,8090.472202707014,8527.619695881796,0,0.29259259259259257,6.090637450199203,32.679273971114995,118
