n,m,rho,seed,L_r1,L_r3a,t_r1,t_r3a,block_r1,block_r3a,L_c_analytic,t_c_analytic
4,6,0.6,1,0.7163018864172895,0.17321304525491354,2.910570279493454,0.6898754960090964,0.01904498269896194,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,2,0.7120525185603689,0.17334352368748338,2.9094430752606613,0.69254688596947,0.01957565978597526,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,3,0.6978534988429087,0.1648794603183384,2.862332894384865,0.6649603027464612,0.019513103384071126,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,4,0.706375033973793,0.1701257447812161,2.8930922445996896,0.6828794880752395,0.019807041677510503,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,5,0.7190629659653042,0.17388426652703315,2.9255938007087394,0.6956594506411157,0.019992800376595687,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,6,0.7237404461010962,0.1672436322654592,2.9405444523375706,0.6699670728735013,0.02036322089026896,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,7,0.711060954597566,0.17273657709042933,2.8914924374253275,0.6875952418597541,0.018895805242062098,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,8,0.6961168065966413,0.17161261217929835,2.8332000298637934,0.6882155942691616,0.018049940326952788,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,9,0.722417623132893,0.1789685620762737,2.936216197525228,0.7097884693916076,0.02080281547405176,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,10,0.7153498070597124,0.17270552428949415,2.9203142363828944,0.6934804388401973,0.019441226891535004,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,11,0.7198669942996359,0.1736031419144082,2.9272560834893366,0.6972811251045555,0.01981860623898582,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,12,0.7109890328090614,0.1736243556520895,2.8910698623260256,0.6966041989318582,0.017860444477313907,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,13,0.7106331574753287,0.16484926817717657,2.8899779898541484,0.6592063470909637,0.0187070430862464,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,14,0.7157505337982104,0.17937343685880247,2.926320518930336,0.7150148566302489,0.020014839547393803,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,15,0.7025331892795,0.17920240062314358,2.859532136445275,0.7130988473793594,0.01774424954875735,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,16,0.6977298088936207,0.17984955340033462,2.8554988628403155,0.7197432017653053,0.0191519611942795,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,17,0.7205844470533922,0.15876344017736577,2.929207072433637,0.6360077723680151,0.01903460753814768,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,18,0.7254570760746352,0.18079269320263747,2.9405385511655346,0.7194072073277703,0.019855977486135764,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,19,0.724123607131069,0.16902272983144428,2.949338185304775,0.6761405521920186,0.020021620023467888,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,20,0.708357727143226,0.1740292739160435,2.8912068656980376,0.6969768381614864,0.018909549322407817,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,21,0.7145511665108597,0.1783886720674909,2.922741064815705,0.7135524073216896,0.01842971058941616,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,22,0.7036749128622631,0.18401341441072788,2.8710872455912444,0.731704083369548,0.01841309870385136,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,23,0.7064033531198305,0.1740273524406893,2.8782653286447615,0.6974138319298853,0.019315806027863605,9.276523900963831e-06,0.4304258152047016,0.43042762210884755
4,6,0.6,24,0.7017060279532062,0.1677185830892711,2.8707277583872544,0.6722722182509903,0.019008686765457333,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,25,0.708017080769196,0.1740902020676601,2.87784719233107,0.6959754458895466,0.019167766406113014,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,26,0.7072859330494945,0.17602093376341948,2.8752793833480257,0.7025095931874616,0.018929949951059153,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,27,0.7172697218157869,0.16789093245339543,2.9288727531010723,0.6739577634431733,0.01989976005410363,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,28,0.7052781294064324,0.17902566121766317,2.8712796934284683,0.7153806403354991,0.01975999778288945,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,29,0.7064504807115174,0.1724295765870543,2.882265828578757,0.6907657474519507,0.019982599681611195,0.0,0.4304258152047016,0.43042762210884755
4,6,0.6,30,0.7080940282579882,0.1676994579768646,2.8930000228950217,0.6756525203872781,0.01959238928862844,0.0,0.4304258152047016,0.43042762210884755
4,6,0.65,1,0.8726491130243876,0.24254053049124927,3.586241516722308,0.9661900074897616,0.027075750585259992,4.255826226103536e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,2,0.8605034798956467,0.2506647978313936,3.5441280345626485,1.0027509725380472,0.027299108862579934,1.7095624374941233e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,3,0.8670065377557858,0.24668843441820779,3.570519244019088,0.9909474469180845,0.027821504346040655,1.7166939907126855e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,4,0.8710775001543782,0.2537844028314602,3.5803518051554293,1.0139939767414423,0.028013524359215176,1.7075190601815094e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,5,0.836408209450427,0.2550326469558061,3.4373101284942087,1.0177124334940675,0.02466682654424612,4.2631924490335345e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,6,0.8694391237398009,0.24130264328537981,3.568656804455259,0.9682478306034197,0.027382770180931014,1.714780550958991e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,7,0.8694200639177398,0.25057368362587357,3.5675929431716407,0.9999103329403292,0.029866870826421674,0.0,0.6572831169092059,0.6572978955587991
4,6,0.65,8,0.8596609350911522,0.2476803056836929,3.5484355946996744,0.990605258167915,0.028193281272769353,1.7091971900798197e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,9,0.847256840651,0.2540230259952215,3.492563035510835,1.0124988162329602,0.026614078710451856,8.516726851536417e-06,0.6572831169092059,0.6572978955587991
4,6,0.65,10,0.8742396664580473,0.2511742108264239,3.605455298309082,1.0053584894910872,0.02926002926002926,7.696781035131529e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,11,0.8752723955451632,0.2492938139132707,3.594787797299491,1.0000814753249674,0.028228832639694345,6.857064490691535e-05,0.6572831169092059,0.6572978955587991
4,6,0.65,12,0.8505714704524883,0.25333874722280963,3.5071523229192816,1.0150350158503816,0.026500235919873032,9.41627646187692e-05,0.6572831169092059,0.6572978955587991
