mission_rate,arm,policy,layout_id,seed,missions_total,missions_completed,unfinished_at_cap,miss_rate,mean_charge_delay_min,p95_charge_delay_min,f12_Z,f12_cmax_term,f12_energy_term,f12_tardy_term,safety_violations,gate_binding_rate,mean_on_pad_queue_length,charge_sessions
0.3,distributed,ours_f9_priority_insertion,2,13,275,275,0,0.0,1.0747126436781609,1.0,2.22483548102789,1.002,1.2228354810278903,0.0,0,0.25787965616045844,0.018962075848303395,348
0.3,distributed,ours_f9_priority_insertion,2,14,311,311,0,0.0,1.0498753117206983,1.0,2.2367962235914676,0.995,1.2417962235914675,0.0,0,0.2716417910447761,0.017,401
0.3,distributed,ours_f9_priority_insertion,2,15,306,306,0,0.0,1.0623441396508728,1.0,2.266538229381987,1.001,1.265538229381987,0.0,0,0.24039900249376558,0.015984015984015984,401
0.3,distributed,ours_f9_priority_insertion,2,16,285,285,0,0.0,1.0448179271708684,1.0,2.227780441840366,1.001,1.2267804418403663,0.0,0,0.28431372549019607,0.00999000999000999,357
0.3,distributed,ours_f9_priority_insertion,2,17,314,314,0,0.0,1.0434782608695652,1.0,2.2366011028168824,1.0,1.2366011028168824,0.0,0,0.27595907928388747,0.009,391
0.3,distributed,ours_f9_priority_insertion,2,18,315,315,0,0.0,1.1252900232018561,2.0,2.252269627318954,0.998,1.2542696273189542,0.0,0,0.28125,0.043,431
0.3,distributed,ours_f9_priority_insertion,3,19,299,299,0,0.0,1.0532544378698225,1.0,2.206195455355041,1.0,1.2061954553550411,0.0,0,0.3168639053254438,0.018,338
0.3,distributed,ours_f9_priority_insertion,3,20,304,304,0,0.0,1.0527777777777778,1.0,2.195216067659896,0.997,1.198216067659896,0.0,0,0.261218836565097,0.018,360
0.3,distributed,ours_f9_priority_insertion,3,21,329,329,0,0.0,1.0620347394540943,1.0,2.2202467548419276,0.995,1.2252467548419277,0.0,0,0.2581683168316832,0.018,403
0.3,distributed,ours_f9_priority_insertion,3,22,303,303,0,0.0,1.0743801652892562,1.0,2.182824927139881,1.001,1.181824927139881,0.0,0,0.29013698630136986,0.023976023976023976,363
0.3,distributed,ours_f9_priority_insertion,3,23,298,298,0,0.0,1.0244565217391304,1.0,2.206466925412129,1.0,1.206466925412129,0.0,0,0.2703804347826087,0.007,368
