layout_seed,rho,seed,t_r3b,t_conc,totalL_r3b,totalL_conc,block_r3b,block_conc
0,0.6,1,4.8273366618067,2.925424826186124,2.376311892179232,0.3391645013010542,0.0010663921013440217,0.0
0,0.6,2,4.762788094258022,2.960675862962791,2.310570785665701,0.36991931447189697,0.0006312076487515084,0.0
0,0.6,3,4.7850157567513785,2.9419080729604015,2.3198211012540844,0.3572342076506159,0.0006134285076957395,0.0
0,0.6,4,4.841968555930167,2.9227393851656656,2.3735660515231114,0.3365724478490385,0.0004632889811348727,0.0
0,0.6,5,4.850994341144376,2.94135191548302,2.3661416254140857,0.3524792827896996,0.0006342691913067811,0.0
0,0.6,6,4.892384414879383,2.9268254075088556,2.455568025828551,0.33933464783571676,0.0008790564793788001,0.0
0,0.6,7,4.834532856752334,2.935833148075927,2.390507524175398,0.3504214251848231,0.0008679112883866083,0.0
0,0.6,8,4.855876760127261,2.929734305569434,2.3991407954097888,0.33995064642826706,0.0004991680532445924,0.0
0,0.6,9,4.823270057437842,2.9321175005009774,2.3715022411204023,0.350091240530391,0.0006097448310267734,0.0
0,0.6,10,4.771099430276468,2.9310385142201487,2.3160840786421133,0.3411752352034313,0.0007251631617113851,0.0
0,0.8,1,9.544306604366152,5.710402237242614,5.850929522824483,2.2777101105999837,0.010255701451278507,0.00022040996253030638
0,0.8,2,9.828511300289465,5.6486733912276135,6.068816279954364,2.1905148776347976,0.012773951158422042,0.0
0,0.8,3,9.822214951819278,5.518550040055878,6.061463296791465,2.0707053822365182,0.009628514895633029,4.175132908397584e-05
0,0.8,4,9.660178656171478,5.71387030473355,5.912968849753927,2.2677117522471324,0.01154982166740972,9.701337398655672e-05
0,0.8,5,9.81877723716178,5.586911841162418,6.082434566660519,2.1406426453913507,0.011064007227743415,4.161580290755743e-05
0,0.8,6,9.911194180599718,5.694823674099664,6.150290534477144,2.257468802754472,0.012320157609223469,1.3815589511204443e-05
0,0.8,7,9.69421625449168,5.752451355806987,5.971881160852094,2.3242338281428827,0.011270179713676515,5.5057741806719795e-05
0,0.8,8,9.923649651994683,5.422218587581701,6.167341959434031,1.9690554275060899,0.012039001927904686,0.0
0,0.8,9,9.802895976838755,5.660872010250249,6.0324335208698265,2.2123308197157305,0.011979043622062563,1.386731750610162e-05
0,0.8,10,9.928205073498434,5.6164948437985265,6.152757164885816,2.1398413203783977,0.01266687104595747,7.015180851362348e-05
0,1.0,1,18.372007566043184,18.752195372929744,12.557740094887361,14.070046333423432,0.07438840631093778,0.03174813441073873
0,1.0,2,18.33755607815764,19.065300603298645,12.448214481699914,14.244020581210906,0.07442590818985678,0.03257793524522584
0,1.0,3,18.225397117189555,18.55256737475325,12.36543401485142,13.778761721500022,0.07250445632798574,0.030445825813782502
0,1.0,4,18.1970634859563,18.392888934271184,12.374808962130162,13.680577541223725,0.07154448050504601,0.028256374913852515
0,1.0,5,18.239084933538543,18.560958815373677,12.450391685638596,13.806697112104557,0.0727927728204844,0.02887218045112782
0,1.0,6,18.259944216934095,19.133535119207995,12.458515778033096,14.373502761896816,0.07310988657656359,0.03112265858343604
0,1.0,7,18.064293651788606,18.711563911773695,12.283465202903232,14.01352178251186,0.07136820567565164,0.03194817541648703
0,1.0,8,17.97876665648821,18.610171694317618,12.192192510810681,13.882499334362759,0.06980264695733479,0.028987119307690597
0,1.0,9,18.176514837541696,19.06838893220163,12.371734090171005,14.313867406680858,0.07155398497577455,0.03150339992678787
0,1.0,10,18.574585693481033,18.754063063849614,12.744157945560755,13.995956583317119,0.07536324975635687,0.03013689489896912
0,1.2,1,27.729884658669846,35.257746159513445,17.988304426147955,25.12647725672778,0.1880466472303207,0.16804862526632294
0,1.2,2,27.63261453348161,34.97660652899488,17.87426785064242,24.859040081031964,0.18309976953386364,0.16256821710471267
0,1.2,3,27.96588806748092,34.9114330920422,18.06813143985306,24.80587075265621,0.18809086012518342,0.1596515607949935
0,1.2,4,27.635643335818884,35.34925535477206,17.942914196422105,25.0645666302835,0.1829638683630572,0.16794672009498368
0,1.2,5,27.47849065199118,35.33322640488946,17.847132745948624,25.027111447286643,0.1803275646081752,0.16766817434592415
0,1.2,6,27.56869702012256,34.983543498721104,17.929249665640558,24.965977515483864,0.18348971223818847,0.16259364553140657
0,1.2,7,27.702604335074525,34.84838329472582,18.008354090586124,24.85828875221121,0.18424579662990934,0.16082359488035614
0,1.2,8,27.797326464951595,35.183971055733025,18.025898761954405,24.978668002221227,0.1840738817595134,0.16616401109863493
0,1.2,9,27.975001035168503,34.80654007096591,18.151061978327622,24.841095778205275,0.19133235185866765,0.1612060822699239
0,1.2,10,27.904443281170963,34.70320559226359,18.135010041464813,24.71720445635684,0.1853432711448544,0.15635671499748083
1,0.6,1,4.46418671095908,2.9248323518739925,2.192433760588429,0.3511555532462204,0.0005339323194756417,0.0
1,0.6,2,4.4921333996940565,2.923271635672518,2.190783747029538,0.3451336432261584,0.00046391656924418714,0.0
1,0.6,3,4.451371067676604,2.896473257521092,2.1459038947442974,0.327493160220689,0.0006683747354350006,0.0
1,0.6,4,4.545770901710409,2.883934271128964,2.2488943313013925,0.3085015958137374,0.000647273130767666,0.0
1,0.6,5,4.441090906358436,2.9323823655572943,2.13920320315608,0.3610567184086533,0.00039026928580720695,0.0
1,0.6,6,4.517517610809818,2.903895226989269,2.220380289658912,0.3314557579298475,0.0004632803958267702,0.0
1,0.6,7,4.519779624282993,2.8895690540302876,2.2338337647343915,0.31991593435236415,0.0005147721214126818,0.0
1,0.6,8,4.5438311947386945,2.9117000929863837,2.2209027560261667,0.341651777204483,0.000465809577044904,0.0
1,0.6,9,4.530064591293703,2.9171794357270247,2.235793379208714,0.3363151492663936,0.00046046451660435045,0.0
1,0.6,10,4.421944302485295,2.907504280545491,2.1362579593961497,0.33264124064898654,0.0003708098487095817,0.0
