n_uavs,n_stations,full_energy_mean,adapt_energy_mean,pct_diff_mean,pct_diff_lo,pct_diff_hi,wilcoxon_p,mean_runtime_full_ms,mean_runtime_adapt_ms
5,2,1898.3000584612573,1458.981893653422,-23.03280475838908,-24.988286393798134,-21.024481023162043,1.862645149230957e-09,54.6940008799235,238.37502002716064
10,2,3811.4945643211245,3027.2194842017443,-20.54480545880242,-21.901410256818643,-19.2800072418371,1.862645149230957e-09,217.07099278767902,855.9211254119873
20,5,7901.305108141762,8315.058985883015,5.27998233716268,4.353738699827621,6.256709548558772,1.862645149230957e-09,826.5331029891968,978.9663473765056
40,10,15853.527496006895,17217.946528591765,8.622596428956859,7.655282220138861,9.509605568153766,1.862645149230957e-09,3024.2149114608765,3723.2195218404136
60,15,23000.813626649204,26009.798469153797,13.13618586911469,12.307069333735427,13.972916301029525,1.862645149230957e-09,5991.268515586853,8051.667579015096
